Liste aller jemals vergebenen ersten Mädchennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Elif-Ilay,Elif-Ilay,1,11.285,1,1.853
Elif-Kübra,Elif-Kübra,1,11.285,-,-
Elif-Lena,Elif-Lena,1,11.285,1,1.853
Elif-Lina,Elif-Lina,2,7.847,-,-
Elif-Liya,Elif-Liya,1,11.285,-,-
Elif-Malena,Elif-Malena,1,11.285,-,-
Elif-Meryem,Elif-Meryem,1,11.285,-,-
Elif-Mina,Elif-Mina,3,6.297,-,-
Elifnaz,Elifnaz,21,2.073,-,-
Elif-Naz,Elif-Naz,6,4.246,1,1.853
Elifnida,Elifnida,1,11.285,-,-
Elifnisa,Elifnisa,1,11.285,-,-
Elif-Nisa,Elif-Nisa,4,5.342,1,1.853
Elif-Nour,Elif-Nour,1,11.285,-,-
Elifnur,Elifnur,26,1.840,1,1.853
Elif-Nur,Elif-Nur,4,5.342,-,-
Elif-Rabiya,Elif-Rabiya,1,11.285,-,-
Elifrana,Elifrana,1,11.285,-,-
Elif-Rana,Elif-Rana,1,11.285,1,1.853
Elif-Reyyan,Elif-Reyyan,1,11.285,-,-
Elif-Sara,Elif-Sara,2,7.847,-,-
Elif-Sare,Elif-Sare,1,11.285,-,-
Elifsena,Elifsena,1,11.285,-,-
Elif-Sena,Elif-Sena,1,11.285,-,-
Elifsu,Elifsu,21,2.073,1,1.853
Elif-Su,Elif-Su,1,11.285,1,1.853
Elifsude,Elifsude,2,7.847,-,-
Elif-Sude,Elif-Sude,1,11.285,-,-
Elif-Sumeyye,Elif-Sumeyye,1,11.285,-,-
Elifşura,Elifşura,1,11.285,-,-
Elif-Şura,Elif-Şura,1,11.285,-,-
Elif-Yüksel,Elif-Yüksel,1,11.285,-,-
Elif-Zülal,Elif-Zülal,2,7.847,-,-
Elif-Zümra,Elif-Zümra,1,11.285,-,-
Elijah,Elijah,2,7.847,-,-
Elijana,Elijana,13,2.775,1,1.853
Elijona,Elijona,2,7.847,-,-
Elika,Elika,1,11.285,-,-
Elikya,Elikya,1,11.285,-,-
Elima,Elima,4,5.342,-,-
Elin,Elena,121,737,16,333
Élin,Elena,1,11.285,-,-
Elina,Elena,1.996,140,180,47
Elina-Alina,Elina-Alina,1,11.285,-,-
Elina-Angelique,Elina-Angelique,1,11.285,-,-
Elina-Aria,Elina-Aria,1,11.285,1,1.853
Elina-Christina,Elina-Christina,1,11.285,-,-
Elina-Desiree,Elina-Desiree,1,11.285,-,-
Elina-Fabienne,Elina-Fabienne,1,11.285,-,-
Elina-Flora,Elina-Flora,1,11.285,-,-
Elina-Julie,Elina-Julie,1,11.285,-,-
Elina-Katharina,Elina-Katharina,1,11.285,-,-
Elina-Lucia,Elina-Lucia,1,11.285,-,-
Elina-Madlene,Elina-Madlene,1,11.285,-,-
Elina-Marianne,Elina-Marianne,1,11.285,-,-
Elina-Marie,Elina-Marie,5,4.717,-,-
Elina-Sara,Elina-Sara,1,11.285,1,1.853
Elina-Sofia,Elina-Sofia,1,11.285,-,-
Elina-Sofie,Elina-Sofie,1,11.285,1,1.853
Elina-Sophia,Elina-Sophia,1,11.285,-,-
Elina-Sophie,Elina-Sophie,6,4.246,1,1.853
Elina-Theresa,Elina-Theresa,1,11.285,-,-
Elinay,Elinay,1,11.285,-,-
Elinaz,Elinaz,1,11.285,-,-
Elinda,Elinda,2,7.847,-,-
Eline,Elena,20,2.145,-,-
Elinea,Elinea,1,11.285,-,-
Elinja,Elinja,4,5.342,2,1.301
Elin-Luisa,Elin-Luisa,1,11.285,-,-
Elinor,Eleonora,45,1.342,3,1.027
Elinora,Elinora,5,4.717,1,1.853
Elinya,Elinya,1,11.285,-,-
Eliona,Eliona,19,2.208,-,-
Elionita,Elionita,1,11.285,-,-
Eliora,Eliora,6,4.246,2,1.301
Eliorah,Eliorah,1,11.285,-,-
Elira,Elira,16,2.456,1,1.853
Elirona,Elirona,1,11.285,1,1.853
Elis,Elisa,95,847,4,854
Elîs,Elisa,3,6.297,-,-
Elisa,Elisa,4.709,75,177,52
Élisa,Elisa,1,11.285,-,-
Elisa-Aida,Elisa-Aida,1,11.285,-,-
Elisa-Alecsandra,Elisa-Alecsandra,1,11.285,-,-
Elisa-Alexia,Elisa-Alexia,1,11.285,-,-
Elisa-Andrea,Elisa-Andrea,1,11.285,-,-
Elisa-Andreea,Elisa-Andreea,2,7.847,-,-
Elisa-Angelika,Elisa-Angelika,1,11.285,-,-
Elisa-Anna,Elisa-Anna,3,6.297,-,-
Elisabel,Elisabel,3,6.297,-,-
Elisabet,Elisabeth,17,2.352,1,1.853
Elisabeta,Elisabeta,17,2.352,1,1.853
Elisabeta-Maria,Elisabeta-Maria,1,11.285,-,-
Elisabeta-Naomi,Elisabeta-Naomi,1,11.285,-,-
Elisabeth,Elisabeth,12.099,19,123,67
Élisabeth,Elisabeth,1,11.285,-,-
Elisabetha,Elisabetha,6,4.246,-,-
Elisabeth-Agnes,Elisabeth-Agnes,1,11.285,-,-
Elisabeth-Alexandra,Elisabeth-Alexandra,1,11.285,-,-
Elisabeth-Alina,Elisabeth-Alina,1,11.285,-,-
Elisabeth-Anastasia,Elisabeth-Anastasia,1,11.285,-,-
Elisabeth-Anna,Elisabeth-Anna,2,7.847,-,-
Elisabeth-Anne,Elisabeth-Anne,1,11.285,-,-
Elisabeth-Annika,Elisabeth-Annika,1,11.285,-,-
Elisabetha-Victor,Elisabetha-Victor,1,11.285,-,-
Elisabeth-Barbara,Elisabeth-Barbara,1,11.285,-,-
Elisabeth-Christa,Elisabeth-Christa,1,11.285,-,-
Elisabeth-Christina,Elisabeth-Christina,1,11.285,-,-
Elisabeth-Christine,Elisabeth-Christine,1,11.285,-,-
Elisabeth-Cristina,Elisabeth-Cristina,1,11.285,1,1.853
Elisabeth-Dariana,Elisabeth-Dariana,1,11.285,-,-
Elisabeth-Denise,Elisabeth-Denise,1,11.285,-,-
Elisabeth-Eva,Elisabeth-Eva,2,7.847,-,-
Elisabeth-Fanny,Elisabeth-Fanny,1,11.285,-,-
Elisabeth-Felicitas,Elisabeth-Felicitas,1,11.285,-,-
Elisabeth-Jeanette,Elisabeth-Jeanette,1,11.285,1,1.853
Elisabeth-Karoline,Elisabeth-Karoline,1,11.285,-,-
Elisabeth-Laura,Elisabeth-Laura,1,11.285,-,-
Elisabeth-Linda,Elisabeth-Linda,1,11.285,-,-
Elisabeth-Maria,Elisabeth-Maria,16,2.456,-,-
Elisabeth-Naomi,Elisabeth-Naomi,1,11.285,-,-
Elisabeth-Noemi,Elisabeth-Noemi,1,11.285,-,-
Elisabeth-Pandora,Elisabeth-Pandora,1,11.285,-,-
Elisabeth-Regina,Elisabeth-Regina,1,11.285,-,-
Elisabeth-Sophia,Elisabeth-Sophia,1,11.285,1,1.853
Elisabeth-Sophie,Elisabeth-Sophie,1,11.285,-,-
Elisabeth-Tatjana,Elisabeth-Tatjana,1,11.285,-,-
Elisabeth-Theresa,Elisabeth-Theresa,1,11.285,-,-
Elisabeth-Viktoria,Elisabeth-Viktoria,1,11.285,-,-
Elisabetta,Elisabeth,17,2.352,-,-
Elisa-Christiane,Elisa-Christiane,1,11.285,-,-
Elisa-Clara,Elisa-Clara,1,11.285,-,-
Elisa-Elena,Elisa-Elena,1,11.285,-,-
Elisa-Franziska,Elisa-Franziska,1,11.285,-,-
Elisa-Gönül,Elisa-Gönül,1,11.285,-,-
Elis-Ahsen,Elis-Ahsen,1,11.285,-,-
Elisa-Ina,Elisa-Ina,1,11.285,-,-
Elisa-Isabel,Elisa-Isabel,1,11.285,-,-
Elisa-Isabelle,Elisa-Isabelle,1,11.285,-,-
Elisa-Jessica,Elisa-Jessica,1,11.285,-,-
Elisa-Kristin,Elisa-Kristin,1,11.285,-,-
Elisa-Lara,Elisa-Lara,1,11.285,-,-
Elisa-Lea,Elisa-Lea,2,7.847,1,1.853
Elisa-Letizia,Elisa-Letizia,1,11.285,-,-
Elisalex,Elisalex,1,11.285,-,-
Elisa-Liya,Elisa-Liya,1,11.285,-,-
Elisa-Madlene,Elisa-Madlene,1,11.285,-,-
Elisa-Maria,Elisa-Maria,28,1.768,-,-
Elisa-Marie,Elisa-Maria,21,2.073,-,-
Elisa-Marleen,Elisa-Marleen,1,11.285,-,-
Elisa-Martina,Elisa-Martina,1,11.285,-,-
Elisa-Marya,Elisa-Marya,1,11.285,-,-
Elisa-Melina,Elisa-Melina,1,11.285,-,-
Elisa-Narcisa,Elisa-Narcisa,1,11.285,-,-
Elisangela,Elisangela,1,11.285,-,-
Elisanna,Elisanna,1,11.285,-,-
Elisanni,Elisanni,1,11.285,1,1.853
Elisa-Noemi,Elisa-Noemi,1,11.285,-,-
Elisa-Paulina,Elisa-Paulina,1,11.285,-,-
Elisar,Elisar,1,11.285,-,-
Elisa-Rebecca,Elisa-Rebecca,1,11.285,-,-
Elisa-Rosa,Elisa-Rosa,1,11.285,-,-
Elisa-Sofie,Elisa-Sofie,1,11.285,-,-
Elisa-Sophie,Elisa-Sophie,11,3.042,1,1.853
Elisa-Tamara,Elisa-Tamara,1,11.285,-,-
Elisaveta,Elisaveta,9,3.385,-,-
Elisaweta,Elisaweta,2,7.847,-,-
Elischa,Elischa,4,5.342,-,-
Elischeba,Elischeba,1,11.285,-,-
Elise,Elisa,176,575,10,451
Élise,Elisa,12,2.905,2,1.301
Elisea,Elisea,1,11.285,-,-
Elisea-Marie,Elisea-Marie,1,11.285,-,-
Eliseba,Eliseba,1,11.285,-,-
Elisee,Elisee,1,11.285,-,-
Elise-Edith,Elise-Edith,1,11.285,-,-
Elise-Gabriela,Elise-Gabriela,1,11.285,-,-
Elise-Lotte,Elise-Lotte,1,11.285,-,-
Elise-Maria,Elise-Maria,1,11.285,-,-
Elisenda,Elisenda,1,11.285,-,-
Elise-Sophie,Elise-Sophie,1,11.285,-,-
Elisha,Elisha,29,1.732,1,1.853
Elisha-Faith,Elisha-Faith,1,11.285,-,-
Elisha-Gen,Elisha-Gen,1,11.285,-,-
Elisha-Grace,Elisha-Grace,1,11.285,-,-
Elisheva,Elisheva,5,4.717,-,-
Elishia,Elishia,1,11.285,-,-
Elishka,Elishka,1,11.285,-,-
Elisia,Elisia,9,3.385,-,-
Elisija,Elisija,1,11.285,-,-
Elisijana,Elisijana,1,11.285,-,-
Eliška,Eliška,11,3.042,2,1.301
Elis-Naz,Elis-Naz,1,11.285,-,-
Eliso,Eliso,3,6.297,-,-
Elisra,Elisra,2,7.847,-,-
Elis-Rana,Elis-Rana,1,11.285,-,-
Elissa,Elisa,84,908,4,854
Elissabeth,Elissabeth,1,11.285,-,-
Elissa-Irene,Elissa-Irene,1,11.285,-,-
Elissa-Maria,Elissa-Maria,1,11.285,-,-
Elissar,Elissar,1,11.285,-,-
Elissa-Samra,Elissa-Samra,1,11.285,-,-
Elissa-Souri,Elissa-Souri,1,11.285,-,-
Elisse,Elisse,1,11.285,-,-
Elissia,Elissia,3,6.297,-,-
Elis-Su,Elis-Su,1,11.285,-,-
Elisya,Elisya,2,7.847,-,-
Elita,Elita,16,2.456,-,-
Elitsa,Elitsa,2,7.847,-,-
Eliv,Eliv,2,7.847,1,1.853
Elivia,Elivia,2,7.847,-,-
Eliya,Eliya,6,4.246,-,-
Eliyana,Eliyana,3,6.297,1,1.853
Eliz,Eliz,29,1.732,5,737
Eliza,Elisa,204,533,13,380
Éliza,Elisa,1,11.285,1,1.853
Elizabell,Elizabell,1,11.285,-,-
Elizabet,Elisabeth,12,2.905,-,-
Elizabeta,Elisabeth,15,2.553,1,1.853
Elizabeth,Elisabeth,98,835,10,451
Elizabeth-Anica,Elizabeth-Anica,1,11.285,1,1.853
Elizabeth-Eseoghene,Elizabeth-Eseoghene,1,11.285,-,-
Elizabeth-Ioana,Elizabeth-Ioana,1,11.285,1,1.853
Elizabeth-Lăcrămioara,Elizabeth-Lăcrămioara,1,11.285,-,-
Elizabeth-Marie,Elizabeth-Marie,1,11.285,-,-
Elizabeth-Nikolle,Elizabeth-Nikolle,1,11.285,-,-
Elizabett,Elizabett,1,11.285,-,-
Eliza-Kristin,Eliza-Kristin,1,11.285,-,-
Eliza-Mari,Eliza-Mari,1,11.285,-,-
Eliza-Maria,Eliza-Maria,5,4.717,2,1.301
Eliza-Marie,Eliza-Marie,1,11.285,-,-
Elizan,Elizan,61,1.113,5,737
Elizandra,Elizandra,1,11.285,-,-
Eliza-Ramona,Eliza-Ramona,1,11.285,-,-
Elizaveta,Elizaveta,10,3.195,1,1.853
Eliza-Zikica,Eliza-Zikica,1,11.285,-,-
Elize,Elize,3,6.297,-,-
Elizé,Elize,1,11.285,-,-
Elize-Sofia,Elize-Sofia,1,11.285,1,1.853
Elizia,Elizia,1,11.285,-,-
Elja,Elja,4,5.342,-,-
Eljana,Eljana,4,5.342,-,-
Eljesa,Eljesa,17,2.352,2,1.301
Eljiana,Eljiana,1,11.285,-,-
Eljona,Eljona,8,3.604,-,-
Elka,Elka,2,7.847,-,-
Elke,Elke,807,235,-,-
Elke-Angela,Elke-Angela,1,11.285,-,-
Elke-Bernadette,Elke-Bernadette,1,11.285,-,-
Elke-Maria,Elke-Maria,1,11.285,-,-
Elke-Renate,Elke-Renate,1,11.285,-,-
Ell,Ell,1,11.285,-,-
Ella,Ella,3.002,110,344,20
Ellaa,Ellaa,1,11.285,-,-
Ella-Adele,Ella-Adele,1,11.285,-,-
Ella-Adryana,Ella-Adryana,1,11.285,-,-
Ella-Alice,Ella-Alice,1,11.285,-,-
Ella-Allegra,Ella-Allegra,1,11.285,-,-
Ella-Denise,Ella-Denise,1,11.285,-,-
Elladora,Elladora,1,11.285,-,-
Ella-Emilia,Ella-Emilia,1,11.285,-,-
Ellaf,Ellaf,1,11.285,1,1.853
Ella-Franziska,Ella-Franziska,1,11.285,-,-
Ellaha,Ellaha,2,7.847,-,-
Ellaine,Ellaine,2,7.847,-,-
Ella-Juliana,Ella-Juliana,1,11.285,-,-
Ella-Kiara,Ella-Kiara,1,11.285,-,-
Ella-Leonie,Ella-Leonie,1,11.285,-,-
Ella-Loreen,Ella-Loreen,1,11.285,1,1.853
Ella-Louis,Ella-Louis,1,11.285,-,-
Ella-Louisa,Ella-Louisa,2,7.847,-,-
Ella-Louise,Ella-Louise,4,5.342,-,-
Ella-Luisa,Ella-Luisa,2,7.847,-,-
Ella-Luise,Ella-Luise,1,11.285,-,-
Ella-Malin,Ella-Malin,1,11.285,-,-
Ella-Margareta,Ella-Margareta,1,11.285,-,-
Ella-Maria,Ella-Maria,5,4.717,2,1.301
Ella-Marie,Ella-Marie,33,1.609,4,854
Ella-Marlena,Ella-Marlena,1,11.285,-,-
Ella-Mathilda,Ella-Mathilda,1,11.285,-,-
Ella-May,Ella-May,2,7.847,-,-
Ella-Medina,Ella-Medina,1,11.285,-,-
Ella-Melia,Ella-Melia,1,11.285,-,-
Ella-Miray,Ella-Miray,1,11.285,-,-
Ella-Nora,Ella-Nora,1,11.285,-,-
Ella-Patricia,Ella-Patricia,1,11.285,1,1.853
Ella-Paulina,Ella-Paulina,1,11.285,-,-
Ella-Rae,Ella-Rae,1,11.285,-,-
Ella-Rosa,Ella-Rosa,3,6.297,-,-
Ella-Rose,Ella-Rose,3,6.297,-,-
Ella-Sofie,Ella-Sofie,1,11.285,-,-
Ella-Sophia,Ella-Sophia,2,7.847,1,1.853
Ella-Sophie,Ella-Sophie,16,2.456,2,1.301
Ella-Szofi,Ella-Szofi,1,11.285,-,-
Ella-Tabea,Ella-Tabea,1,11.285,-,-
Ella-Tamina,Ella-Tamina,1,11.285,-,-
Ella-Tatjana,Ella-Tatjana,1,11.285,-,-
Ella-Valentina,Ella-Valentina,1,11.285,-,-
Ella-Viktoria,Ella-Viktoria,1,11.285,-,-
Ellaya,Ellaya,1,11.285,-,-
Elle,Elle,1,11.285,-,-
Ellea,Ellea,1,11.285,-,-
Elleah,Elleah,1,11.285,-,-
Ellee,Ellee,1,11.285,-,-
Ellen,Ellen,151,646,5,737
Ellena,Elena,354,379,24,248
Ellena-Chloe,Ellena-Chloe,1,11.285,-,-
Ellena-Hawa,Ellena-Hawa,1,11.285,-,-
Ellena-Marie,Ellena-Marie,1,11.285,-,-
Ellenar,Ellenar,1,11.285,-,-
Ellena-Sophie,Ellena-Sophie,1,11.285,-,-
Ellena-Zoe,Ellena-Zoe,1,11.285,-,-
Elleni,Elleni,1,11.285,-,-
Ellenie,Ellenie,1,11.285,-,-
Ellen-Margot,Ellen-Margot,1,11.285,-,-
Ellen-May,Ellen-May,1,11.285,-,-
Ellenor,Eleonora,15,2.553,4,854
Elleny,Elleny,1,11.285,-,-
Elleonora,Eleonora,2,7.847,-,-
Elli,Elli,98,835,13,380
Ellia,Ellia,4,5.342,-,-
Elliana,Elliana,2,7.847,-,-
Ellice,Ellice,2,7.847,-,-
Ellie,Elli,96,843,15,348
Ellie-Mae,Ellie-Mae,1,11.285,-,-
Ellie-Marie,Ellie-Marie,2,7.847,-,-
Ellien,Ellien,1,11.285,-,-
Ellie-Sophie,Ellie-Sophie,1,11.285,-,-
Ellin,Ellin,5,4.717,2,1.301
Ellina,Ellina,3,6.297,-,-
Ellinah,Ellinah,1,11.285,-,-
Ellinor,Eleonora,9,3.385,-,-
Elliot,Elliot,2,7.847,-,-
Elliot-Sophie,Elliot-Sophie,1,11.285,-,-
Elliott,Elliott,1,11.285,-,-
Ellis,Ellis,22,2.020,1,1.853
Ellisa,Ellisa,1,11.285,-,-
Ellis-Aurelia,Ellis-Aurelia,1,11.285,-,-
Ellisha-Kiara,Ellisha-Kiara,1,11.285,-,-
Ellis-Larisa,Ellis-Larisa,1,11.285,-,-
Elli-Tatiani,Elli-Tatiani,1,11.285,-,-
Elliya,Elliya,1,11.285,-,-
Ellma,Ellma,1,11.285,-,-
Ellora,Ellora,3,6.297,-,-
Elly,Elli,60,1.125,4,854
Ellya-Maria,Ellya-Maria,1,11.285,-,-
Elly-May,Elly-May,1,11.285,-,-
Elma,Elma,237,494,8,525
Elmaida,Elmaida,2,7.847,-,-
Elmana,Elmana,1,11.285,-,-
Elmarie,Elmarie,1,11.285,-,-
Elmas,Elmas,20,2.145,-,-
Elmasa,Elmasa,1,11.285,-,-
Elmas-Gül,Elmas-Gül,1,11.285,-,-
Elmaz,Elmaz,1,11.285,1,1.853
Elmaze,Elmaze,1,11.285,-,-
Elmedina,Elmedina,51,1.243,1,1.853
Elmerice,Elmerice,1,11.285,-,-
Elmija,Elmija,1,11.285,-,-
Elmije,Elmije,1,11.285,-,-
Elmina,Elmina,19,2.208,-,-
Elmine,Elmine,1,11.285,-,-
Elmira,Elmira,36,1.522,3,1.027
Elmira-Erva,Elmira-Erva,1,11.285,-,-
Elmyra,Elmyra,1,11.285,-,-
Elna,Elna,2,7.847,-,-
Elnara,Elnara,1,11.285,-,-
Elnas,Elnas,1,11.285,-,-
Elnaz,Elnaz,14,2.668,1,1.853
Elnaz-Anna,Elnaz-Anna,1,11.285,-,-
Elnida,Elnida,1,11.285,-,-
Elnur,Elnur,1,11.285,-,-
Elnura,Elnura,1,11.285,-,-
Eloah,Eloah,1,11.285,-,-
Eloana,Eloana,1,11.285,-,-
Elodie,Elodie,17,2.352,1,1.853
Élodie,Elodie,4,5.342,1,1.853
Elodie-Marie,Elodie-Marie,1,11.285,-,-
Élodie-Sophie,Élodie-Sophie,1,11.285,-,-
Elody,Elody,1,11.285,-,-
Eloghosa,Eloghosa,1,11.285,-,-
Eloha,Eloha,1,11.285,-,-
Elohim,Elohim,1,11.285,1,1.853
Elohor,Elohor,1,11.285,1,1.853
Eloida,Eloida,1,11.285,-,-
Eloina,Eloina,1,11.285,1,1.853
Elois,Eloise,1,11.285,-,-
Eloisa,Eloise,19,2.208,2,1.301
Eloise,Eloise,28,1.768,4,854
Eloïse,Eloise,6,4.246,1,1.853
Éloïse,Eloise,5,4.717,-,-
Eloise-Caroline,Eloise-Caroline,1,11.285,-,-
Elom,Elom,1,11.285,-,-
Elona,Elona,72,996,3,1.027
Eloni,Eloni,1,11.285,-,-
Elora,Elora,37,1.496,5,737
Elora-Noelle,Elora-Noelle,1,11.285,-,-
Elora-Rose,Elora-Rose,1,11.285,-,-
Elorita,Elorita,1,11.285,-,-
Elouisa,Eloise,4,5.342,1,1.853
Elouisa-Sophie,Elouisa-Sophie,1,11.285,-,-
Elouise,Eloise,8,3.604,1,1.853
Elouise-Amelie,Elouise-Amelie,1,11.285,-,-
Elowen,Elowen,1,11.285,1,1.853
Elpida,Elpida,2,7.847,-,-
Elrike,Elrike,1,11.285,-,-
Elruha,Elruha,1,11.285,1,1.853
Elsa,Elsa,566,289,35,181
Elsa-Anna,Elsa-Anna,1,11.285,-,-
Elsa-Elies,Elsa-Elies,1,11.285,-,-
Elsa-Josefin,Elsa-Josefin,1,11.285,-,-
Elsa-Marie,Elsa-Marie,3,6.297,-,-
Elsa-Viktoria,Elsa-Viktoria,1,11.285,-,-
Elsbeth,Elsbeth,10,3.195,-,-
Else,Elsa,8,3.604,1,1.853
Elsie,Elsa,9,3.385,1,1.853
Elsina,Elsina,2,7.847,-,-
Elske,Elske,1,11.285,-,-
Elssa,Elssa,1,11.285,-,-
Elsy,Elsy,1,11.285,-,-
Elta,Elta,2,7.847,-,-
Eltina,Eltina,3,6.297,-,-
Eltona,Eltona,1,11.285,-,-
Eluisa,Eloise,7,3.894,-,-
Elül,Elül,1,11.285,-,-
Eluney,Eluney,2,7.847,-,-
Elva,Elva,21,2.073,4,854
Elva-Juna,Elva-Juna,1,11.285,-,-
Elvan,Elvan,29,1.732,2,1.301
Elvana,Elvana,5,4.717,-,-
Elvan-Aylin,Elvan-Aylin,1,11.285,-,-
Elvane,Elvane,1,11.285,-,-
Elvan-Ecrin,Elvan-Ecrin,1,11.285,-,-
Elveda,Elveda,1,11.285,-,-
Elvedina,Elvedina,7,3.894,-,-
Elvi,Elvi,4,5.342,1,1.853
Elvida,Elvida,1,11.285,-,-
Elvide,Elvide,1,11.285,-,-
Elvin,Elvin,66,1.053,3,1.027
Elvina,Elvin,13,2.775,-,-
Elvinie,Elvinie,1,11.285,-,-
Elvinvera,Elvinvera,1,11.285,1,1.853
Elvira,Elvira,185,556,5,737
Elvíra,Elvira,1,11.285,-,-
Elvira-Sophie,Elvira-Sophie,1,11.285,-,-
Elvisa,Elvisa,5,4.717,-,-
Elwina,Elvin,1,11.285,-,-
Ely,Ely,1,11.285,-,-
Elya,Elya,13,2.775,1,1.853
Elya-Lina,Elya-Lina,1,11.285,-,-
Elyana,Elyana,2,7.847,-,-
Elyanur,Elyanur,2,7.847,1,1.853
Elyesa,Elyesa,1,11.285,-,-
Elyienna-Najla,Elyienna-Najla,1,11.285,-,-
Elyn,Elyn,2,7.847,-,-
Elyna,Elyna,2,7.847,1,1.853
Elyne,Elyne,1,11.285,-,-
Elyon,Elyon,1,11.285,-,-
Elysa,Elysa,1,11.285,-,-
Elyse,Elyse,2,7.847,-,-
Elysha,Elysha,2,7.847,-,-
Elyssa,Elyssa,4,5.342,1,1.853
Elyun,Elyun,1,11.285,-,-
Elyza,Elyza,2,7.847,-,-
Elza,Elza,31,1.669,3,1.027
Elzahra,Elzahra,1,11.285,-,-
Elzana,Elzana,3,6.297,-,-
Elzem,Elzem,3,6.297,-,-
Ema,Ema,426,344,41,160
Emaan,Emaan,1,11.285,-,-
Emalie,Emalie,1,11.285,-,-
Emaline,Emaline,1,11.285,1,1.853
Ema-Maria,Ema-Maria,1,11.285,-,-
Ema-Mihaela,Ema-Mihaela,1,11.285,-,-
Eman,Eman,20,2.145,-,-
Emana,Emana,25,1.882,-,-
Emanda,Emanda,1,11.285,-,-
Emane,Emane,2,7.847,-,-
Emanuela,Manuela,84,908,4,854
Emanuela-Alina,Emanuela-Alina,1,11.285,-,-
Emanuela-Bianca,Emanuela-Bianca,1,11.285,-,-
Emanuela-Elvira,Emanuela-Elvira,1,11.285,-,-
Emanuela-Floriana,Emanuela-Floriana,1,11.285,-,-
Emanuela-Maria,Emanuela-Maria,1,11.285,-,-
Emanuele,Manuela,1,11.285,-,-
Emanuella,Manuela,4,5.342,-,-
Emanuelle,Manuela,3,6.297,-,-
Emara,Emara,2,7.847,1,1.853
Emarose,Emarose,1,11.285,-,-
Ema-Sophia,Ema-Sophia,1,11.285,-,-
Emba,Emba,4,5.342,-,-
Emberly-Jane,Emberly-Jane,1,11.285,1,1.853
Embla,Embla,1,11.285,-,-
Embra,Embra,1,11.285,-,-
Eme,Eme,1,11.285,-,-
Emel,Amela,36,1.522,2,1.301
Emela,Amela,17,2.352,-,-
Emeli,Emilia,61,1.113,5,737
Emelia,Emelia,5,4.717,-,-
Emelie,Emilia,1.055,201,49,134
Emelie-Bernadette,Emelie-Bernadette,1,11.285,-,-
Emelie-Grace,Emelie-Grace,1,11.285,-,-
Emelie-Julia,Emelie-Julia,1,11.285,-,-
Emelie-Kiara,Emelie-Kiara,1,11.285,-,-
Emelie-Luise,Emelie-Luise,1,11.285,-,-
Emelie-Marie,Emelie-Marie,1,11.285,-,-
Emelie-Sophie,Emelie-Sophie,7,3.894,-,-
Emelin,Emelin,8,3.604,2,1.301
Emelina,Emelina,19,2.208,-,-
Emeline,Emeline,1,11.285,-,-
Emeli-Sophie,Emeli-Sophie,2,7.847,-,-
Emelli,Emelli,1,11.285,-,-
Emellina,Emellina,1,11.285,-,-
Emelly,Emelly,4,5.342,-,-
Emely,Emilia,1.742,154,57,120
Emely-Aaliyah,Emely-Aaliyah,1,11.285,-,-
Emely-Alyssa,Emely-Alyssa,1,11.285,-,-
Emely-Atara,Emely-Atara,1,11.285,-,-
Emely-Carolina,Emely-Carolina,1,11.285,1,1.853
Emely-Celin,Emely-Celin,1,11.285,-,-
Emely-Celine,Emely-Celine,1,11.285,-,-
Emely-Ciara,Emely-Ciara,1,11.285,-,-
Emelye,Emelye,1,11.285,-,-
Emely-Jasmin,Emely-Jasmin,1,11.285,-,-
Emely-Josefa,Emely-Josefa,1,11.285,-,-
Emely-Juliana,Emely-Juliana,1,11.285,-,-
Emely-Laura,Emely-Laura,1,11.285,-,-
Emely-Louisa,Emely-Louisa,1,11.285,-,-
Emely-Luisa,Emely-Luisa,1,11.285,-,-
Emely-Maria,Emely-Maria,1,11.285,-,-
Emely-Marie,Emely-Marie,3,6.297,-,-
Emely-Melissa,Emely-Melissa,1,11.285,1,1.853
Emely-Mia,Emely-Mia,1,11.285,-,-
Emely-Michèle,Emely-Michèle,1,11.285,-,-
Emelyn,Emelyn,2,7.847,-,-
Emely-Olimpia,Emely-Olimpia,1,11.285,-,-
Emely-Rose,Emely-Rose,1,11.285,-,-
Emely-Semira,Emely-Semira,1,11.285,-,-
Emely-Sophie,Emely-Sophie,15,2.553,-,-
Emely-Theresa,Emely-Theresa,1,11.285,-,-
Emely-Vanessa,Emely-Vanessa,1,11.285,-,-
Emerald,Emerald,2,7.847,-,-
Emeraude-Noël,Emeraude-Noël,1,11.285,-,-
Emere,Emere,1,11.285,-,-
Emericia-Lylet,Emericia-Lylet,1,11.285,-,-
Emerie,Emerie,1,11.285,-,-
Emerita,Emerita,1,11.285,-,-
Emerlinda,Emerlinda,1,11.285,-,-
Emery,Emery,1,11.285,-,-
Emese,Emese,19,2.208,1,1.853
Emi,Emi,19,2.208,-,-
Emia,Emia,3,6.297,1,1.853
Emicia,Emicia,1,11.285,-,-
Emielie,Emielie,1,11.285,-,-
Emiely,Emiely,2,7.847,-,-
Emiglia,Emiglia,2,7.847,-,-
Emiko,Emiko,1,11.285,-,-
Emila,Emila,9,3.385,1,1.853
Emile,Emile,1,11.285,-,-
Emilea,Emilea,1,11.285,-,-
Emilee,Emilee,1,11.285,-,-
Emilee-Sophie,Emilee-Sophie,1,11.285,-,-
