Liste aller jemals vergebenen ersten Mädchennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Natalia-Maia,Natalia-Maia,1,11.285,-,-
Natalia-Maria,Natalia-Maria,5,4.717,1,1.853
Natalia-Nicoleta,Natalia-Nicoleta,1,11.285,-,-
Natalia-Salomea,Natalia-Salomea,1,11.285,-,-
Natalia-Ştefania,Natalia-Ştefania,1,11.285,-,-
Natalia-Valentina,Natalia-Valentina,1,11.285,-,-
Natalie,Natalie,4.496,79,47,142
Natálie,Natalie,5,4.717,1,1.853
Natalie-Alexandra,Natalie-Alexandra,1,11.285,-,-
Natalie-Andrea,Natalie-Andrea,1,11.285,-,-
Natalie-Anja,Natalie-Anja,1,11.285,-,-
Natalie-Benita,Natalie-Benita,1,11.285,-,-
Natalie-Carina,Natalie-Carina,1,11.285,-,-
Natalie-Carolin,Natalie-Carolin,1,11.285,-,-
Natalie-Christiane,Natalie-Christiane,1,11.285,-,-
Natalie-Christin,Natalie-Christin,1,11.285,-,-
Natalie-Christine,Natalie-Christine,1,11.285,-,-
Natalie-Jacqueline,Natalie-Jacqueline,1,11.285,-,-
Natalie-Kristin,Natalie-Kristin,1,11.285,-,-
Natalie-Maria,Natalie-Maria,2,7.847,-,-
Natalie-Marie,Natalie-Marie,4,5.342,-,-
Natalie-Noelle,Natalie-Noelle,1,11.285,1,1.853
Natalie-Ros,Natalie-Ros,1,11.285,-,-
Natalie-Sophie,Natalie-Sophie,2,7.847,-,-
Natalie-Theresia,Natalie-Theresia,1,11.285,-,-
Natali-Eva,Natali-Eva,1,11.285,-,-
Natalie-Yvonne,Natalie-Yvonne,1,11.285,-,-
Nataliia,Nataliia,1,11.285,-,-
Natalija,Natalie,162,615,13,380
Natalija-Leontina,Natalija-Leontina,1,11.285,-,-
Natalina,Natalina,9,3.385,1,1.853
Natali-Sara,Natali-Sara,1,11.285,-,-
Nataliya,Nataliya,1,11.285,-,-
Natalja,Natalie,16,2.456,1,1.853
Nataly,Natalie,44,1.361,1,1.853
Natalya,Natalya,11,3.042,1,1.853
Natalyia,Natalyia,1,11.285,-,-
Nataly-Jolie,Nataly-Jolie,1,11.285,-,-
Natania,Natanja,2,7.847,-,-
Natanja,Natanja,6,4.246,-,-
Natanja-Elisa,Natanja-Elisa,1,11.285,-,-
Natasa,Natascha,49,1.267,3,1.027
Nataša,Natascha,64,1.070,-,-
Nataşa,Natascha,3,6.297,-,-
Natasa-Florentina,Natasa-Florentina,1,11.285,1,1.853
Natascha,Natascha,2.269,129,2,1.301
Natascha-Anastasia,Natascha-Anastasia,1,11.285,-,-
Natascha-Carina,Natascha-Carina,1,11.285,-,-
Natascha-Christine,Natascha-Christine,1,11.285,-,-
Natascha-Karina,Natascha-Carina,1,11.285,-,-
Natascha-Katarina,Natascha-Katarina,1,11.285,-,-
Natascha-Maria,Natascha-Maria,1,11.285,-,-
Natascha-Sophia,Natascha-Sophia,1,11.285,-,-
Natascha-Susanna,Natascha-Susanna,1,11.285,-,-
Natascha-Zara,Natascha-Zara,1,11.285,-,-
Natasha,Natascha,19,2.208,2,1.301
Natasha-Maria,Natasha-Maria,1,11.285,-,-
Natasja,Natasja,1,11.285,-,-
Natassia,Natassia,1,11.285,-,-
Natasza,Natasza,2,7.847,-,-
Nataya,Nataya,1,11.285,-,-
Natayaporn,Natayaporn,1,11.285,-,-
Nathali,Natalie,5,4.717,-,-
Nathalia,Natalie,32,1.630,-,-
Nathalía,Natalie,1,11.285,-,-
Nathalie,Natalie,2.027,138,16,333
Nathalié,Natalie,1,11.285,-,-
Nathalie-Alina,Nathalie-Alina,1,11.285,-,-
Nathalie-Anna,Nathalie-Anna,1,11.285,1,1.853
Nathalie-Beatrice,Nathalie-Beatrice,1,11.285,-,-
Nathalie-Christin,Nathalie-Christin,1,11.285,-,-
Nathalie-Christine,Nathalie-Christine,1,11.285,-,-
Nathalie-Fran,Nathalie-Fran,1,11.285,-,-
Nathalie-Hannah,Nathalie-Hannah,1,11.285,-,-
Nathalie-Lara,Nathalie-Lara,1,11.285,-,-
Nathalie-Lucia,Nathalie-Lucia,1,11.285,-,-
Nathalie-Maria,Nathalie-Maria,1,11.285,-,-
Nathalie-Naomi,Nathalie-Naomi,1,11.285,-,-
Nathalie-Sophia,Nathalie-Sophia,1,11.285,-,-
Nathalie-Sophie,Nathalie-Sophie,3,6.297,-,-
Nathalie-Theresia,Nathalie-Theresia,1,11.285,-,-
Nathalie-Veronique,Nathalie-Veronique,1,11.285,-,-
Nathalie-Victoria,Nathalie-Victoria,1,11.285,-,-
Nathaly,Natalie,6,4.246,-,-
Nathalya,Nathalya,1,11.285,-,-
Nathanaela,Nathanaela,1,11.285,-,-
Nathania,Nathania,6,4.246,-,-
Nathanie,Nathanie,1,11.285,-,-
Nathanja,Natanja,2,7.847,-,-
Nathascha,Nathascha,1,11.285,-,-
Nathasja,Natassia,1,11.285,-,-
Nathea,Nathea,1,11.285,-,-
Natina,Natina,2,7.847,-,-
Natja,Natja,8,3.604,-,-
Natjana,Natjana,1,11.285,-,-
Natnisha,Natnisha,1,11.285,-,-
Natsu,Natsu,1,11.285,-,-
Natwarin,Natwarin,1,11.285,-,-
Natyra,Natyra,4,5.342,-,-
Naual,Naual,1,11.285,-,-
Naùmi,Naùmi,1,11.285,-,-
Naurin,Naurin,2,7.847,-,-
Nausikaa,Nausikaa,1,11.285,-,-
Nava,Nava,3,6.297,-,-
Navdeep,Navdeep,1,11.285,-,-
Naveena,Naveena,1,11.285,-,-
Navgun-Josan,Navgun-Josan,1,11.285,-,-
Navika,Navika,1,11.285,-,-
Navin,Navin,1,11.285,-,-
Navîn,Navin,1,11.285,-,-
Navina,Navina,10,3.195,-,-
Navinaa,Navinaa,1,11.285,-,-
Navin-Nazanin,Navin-Nazanin,1,11.285,-,-
Navitha,Navitha,1,11.285,-,-
Navjit,Navjit,1,11.285,-,-
Navjot,Navjot,4,5.342,-,-
Navkiran,Navkiran,1,11.285,-,-
Navleen,Navleen,2,7.847,1,1.853
Navneet,Navneet,8,3.604,-,-
Navpreet,Navpreet,5,4.717,-,-
Navreet,Navreet,1,11.285,-,-
Navrit,Navrit,1,11.285,-,-
Navroop,Navroop,1,11.285,-,-
Navya,Navya,5,4.717,-,-
Nawa,Nawa,2,7.847,-,-
Nawaal,Nawaal,3,6.297,-,-
Nawal,Nawal,10,3.195,-,-
Nawal-Helga,Nawal-Helga,1,11.285,-,-
Nawfat,Nawfat,1,11.285,-,-
Nawida,Nawida,2,7.847,-,-
Nawin,Nawin,1,11.285,-,-
Nawser,Nawser,1,11.285,-,-
Naxhije,Naxhije,3,6.297,-,-
Naya,Naya,68,1.029,5,737
Nayab,Nayab,1,11.285,-,-
Nayah,Nayah,1,11.285,-,-
Nayah-Katharina,Nayah-Katharina,1,11.285,-,-
Naya-Magdalena,Naya-Magdalena,1,11.285,-,-
Nayana,Nayana,8,3.604,-,-
Nayana-Maria,Nayana-Maria,1,11.285,-,-
Nayantara,Nayantara,2,7.847,1,1.853
Nayara,Nayara,2,7.847,-,-
Nayeema,Nayeema,1,11.285,-,-
Nayela,Nayela,1,11.285,-,-
Nayeli,Nayeli,26,1.840,3,1.027
Nayemi,Nayemi,1,11.285,-,-
Nayiri,Nayiri,1,11.285,-,-
Nayla,Najla,64,1.070,5,737
Nayla-Iman,Nayla-Iman,1,11.285,-,-
Nayla-Liloz,Nayla-Liloz,1,11.285,1,1.853
Nayla-Mercedes,Nayla-Mercedes,1,11.285,-,-
Nayma,Nayma,1,11.285,-,-
Nayomi,Nayomi,2,7.847,-,-
Nayonika,Nayonika,1,11.285,-,-
Nayra,Nayra,2,7.847,-,-
Naysa,Naysa,1,11.285,-,-
Nayuma,Nayuma,1,11.285,-,-
Naz,Naz,24,1.920,-,-
Naza,Naza,3,6.297,-,-
Nazan,Nazan,7,3.894,-,-
Nâzân,Nazan,1,11.285,-,-
Nazanin,Nazanin,13,2.775,-,-
Nazanin-Zahra,Nazanin-Zahra,1,11.285,1,1.853
Nazanin-Zainab,Nazanin-Zainab,1,11.285,-,-
Nazar,Nazar,21,2.073,-,-
Nazarinha,Nazarinha,1,11.285,-,-
Nazat,Nazat,1,11.285,-,-
Nazbeyaz,Nazbeyaz,1,11.285,-,-
Nazdar,Nazdar,4,5.342,-,-
Nazeehat,Nazeehat,1,11.285,-,-
Nazeli,Nazeli,1,11.285,-,-
Nazelmas,Nazelmas,1,11.285,-,-
Nazen,Nazen,1,11.285,-,-
Nazende,Nazende,1,11.285,-,-
Nazente,Nazente,1,11.285,-,-
Nazgül,Nazgül,1,11.285,-,-
Nazha,Nazha,1,11.285,1,1.853
Nazia,Nazia,1,11.285,-,-
Nazifa,Nazifa,4,5.342,-,-
Nazife,Nazife,11,3.042,-,-
Nazik,Nazik,8,3.604,1,1.853
Naziknur,Naziknur,1,11.285,-,-
Nazila,Nazila,1,11.285,-,-
Nazile,Nazile,1,11.285,-,-
Nazira,Nazira,1,11.285,1,1.853
Nazirah,Nazirah,1,11.285,-,-
Nazire,Nazire,4,5.342,-,-
Nazlai,Nazlai,1,11.285,-,-
Nazlài,Nazlai,1,11.285,-,-
Nazli,Nazli,67,1.043,4,854
Nazlı,Nazli,13,2.775,-,-
Nazlican,Nazlican,11,3.042,-,-
Nazligül,Nazligül,2,7.847,-,-
Nazlihan,Nazlihan,1,11.285,-,-
Nazlije,Nazlije,1,11.285,-,-
Nazlime,Nazlime,1,11.285,-,-
Nazlinur,Nazlinur,2,7.847,-,-
Nazli-Nur,Nazli-Nur,1,11.285,-,-
Nazlı-Reyyan,Nazlı-Reyyan,1,11.285,1,1.853
Nazlisha,Nazlisha,2,7.847,-,-
Nazmije,Nazmije,2,7.847,1,1.853
Nazmin,Nazmin,1,11.285,-,-
Nazmina,Nazmina,1,11.285,1,1.853
Nazmiye,Nazmiye,8,3.604,-,-
Nazmiye-Nur,Nazmiye-Nur,2,7.847,-,-
Nazra,Nazra,1,11.285,-,-
Nderime,Nderime,3,6.297,-,-
Ndey,Ndey,1,11.285,-,-
Ndeye,Ndeye,3,6.297,-,-
Ndéye,Ndeye,1,11.285,-,-
Ndèye,Ndeye,1,11.285,-,-
Ndidi,Ndidi,4,5.342,1,1.853
Ndidiamaka,Ndidiamaka,1,11.285,-,-
Ndohmaya,Ndohmaya,1,11.285,-,-
Nea,Nea,47,1.305,7,573
Néa,Nea,1,11.285,-,-
Neaera,Neaera,1,11.285,-,-
Neah,Neah,6,4.246,1,1.853
Neala,Neala,1,11.285,-,-
Nea-Lia,Nea-Lia,1,11.285,-,-
Neama,Neama,1,11.285,-,-
Neana,Neana,1,11.285,-,-
Neariah,Neariah,1,11.285,-,-
Neasa,Neasa,1,11.285,-,-
Nebaha,Nebaha,1,11.285,-,-
Nebahad,Nebahad,1,11.285,-,-
Nebahat,Nebahat,6,4.246,-,-
Nebahatsu,Nebahatsu,1,11.285,-,-
Nebehate,Nebehate,1,11.285,-,-
Nebiha,Nebiha,1,11.285,-,-
Nebije,Nebije,1,11.285,-,-
Nebile,Nabila,1,11.285,-,-
Nebiye,Nebiye,2,7.847,-,-
Nechama,Nechama,6,4.246,-,-
Nechi,Nechi,1,11.285,1,1.853
Necibe,Necibe,2,7.847,-,-
Necla,Necla,7,3.894,-,-
Neclâ,Necla,1,11.285,-,-
Neçla,Necla,1,11.285,-,-
Necmiye,Necmiye,2,7.847,-,-
Nectaria,Nectaria,1,11.285,-,-
Neda,Neda,54,1.202,4,854
Nedâirem,Nedâirem,1,11.285,-,-
Nedda,Nedda,1,11.285,1,1.853
Nédda,Nedda,1,11.285,-,-
Nedelina,Nedelina,1,11.285,-,-
Nediljka,Nediljka,1,11.285,-,-
Nedime,Nedime,3,6.297,-,-
Nedine,Nedine,1,11.285,-,-
Nedret,Nedret,1,11.285,-,-
Nedyalka,Nedyalka,1,11.285,-,-
Nedžada,Nedžada,1,11.285,-,-
Nedzibe,Nedzibe,1,11.285,-,-
Nedžibe,Nedzibe,1,11.285,-,-
Nedzla,Nedzla,4,5.342,-,-
Nedžla,Nedzla,2,7.847,-,-
Nedžma,Nedžma,3,6.297,-,-
Neea,Neea,4,5.342,-,-
Neeja,Neeja,1,11.285,-,-
Neeka-Joleen,Neeka-Joleen,1,11.285,-,-
Neeky,Neeky,1,11.285,-,-
Neela,Nila,34,1.579,-,-
Neelam-Sophie,Neelam-Sophie,1,11.285,-,-
Neela-Valentina,Neela-Valentina,1,11.285,-,-
Neela-Yara,Neela-Yara,1,11.285,-,-
Neele,Nele,92,868,2,1.301
Neele-Marie,Neele-Marie,1,11.285,-,-
Neele-Mia-Andrea,Neele-Mia-Andrea,1,11.285,-,-
Neelia,Neelia,3,6.297,-,-
Neely,Neely,2,7.847,-,-
Neema,Neema,3,6.297,-,-
Neemat,Neemat,1,11.285,-,-
Neema-Valerie,Neema-Valerie,1,11.285,-,-
Neena,Neena,1,11.285,-,-
Neera,Neera,1,11.285,-,-
Neerica,Neerica,1,11.285,-,-
Neeru,Neeru,1,11.285,-,-
Neeta,Neeta,1,11.285,-,-
Nefeli,Nefeli,24,1.920,2,1.301
Nefert,Nefert,1,11.285,-,-
Nefertari,Nefertari,1,11.285,-,-
Nefes,Nefes,34,1.579,4,854
Nefes-Tuğce,Nefes-Tuğce,1,11.285,-,-
Nefisa,Nefisa,1,11.285,-,-
Nefise,Nefise,15,2.553,2,1.301
Nefiye,Nefiye,1,11.285,-,-
Nefize,Nefize,1,11.285,-,-
Nefsi,Nefsi,1,11.285,-,-
Negah,Negah,2,7.847,-,-
Negar,Negar,5,4.717,-,-
Negen,Negen,1,11.285,-,-
Neghat,Neghat,1,11.285,-,-
Negin,Negin,9,3.385,1,1.853
Negina,Negina,1,11.285,-,-
Negjmije,Negjmije,1,11.285,-,-
Negma,Negma,1,11.285,-,-
Neha,Neha,17,2.352,1,1.853
Nehal,Nehal,12,2.905,1,1.853
Nehan,Nehan,1,11.285,-,-
Nehir,Nehir,121,737,14,365
Nehir-Lina,Nehir-Lina,1,11.285,1,1.853
Nehir-Mira,Nehir-Mira,1,11.285,-,-
Nehir-Naz,Nehir-Naz,1,11.285,-,-
Nehita,Nehita,1,11.285,-,-
Nehle,Nehle,2,7.847,-,-
Nehmat,Nehmat,1,11.285,-,-
Néia,Néia,1,11.285,-,-
Neila,Neila,36,1.522,-,-
Neilla,Neilla,1,11.285,-,-
Neima,Neima,1,11.285,-,-
Neira,Neira,8,3.604,-,-
Neire,Neire,2,7.847,-,-
Neisha,Neisha,1,11.285,-,-
Neiva,Neiva,1,11.285,-,-
Nejbir,Nejbir,1,11.285,-,-
Nejiba,Nejiba,1,11.285,-,-
Nejira,Nejira,1,11.285,-,-
Nejla,Nejla,283,435,9,479
Nejlaecrin,Nejlaecrin,1,11.285,-,-
Nejlin,Nejlin,1,11.285,1,1.853
Nejma,Nejma,1,11.285,1,1.853
Nejmah,Nejmah,1,11.285,-,-
Nejra,Nejra,47,1.305,6,643
Nekibe,Nekibe,1,11.285,-,-
Nel,Nel,12,2.905,1,1.853
Nela,Nele,197,540,16,333
Nela-Isabella,Nela-Isabella,1,11.285,-,-
Nela-Luzia,Nela-Luzia,1,11.285,-,-
Nelam,Nelam,1,11.285,-,-
Nela-Malou,Nela-Malou,1,11.285,-,-
Nela-Maria,Nela-Maria,1,11.285,-,-
Nela-Marie,Nela-Marie,1,11.285,1,1.853
Nela-Marlene,Nela-Marlene,1,11.285,-,-
Nela-Valentina,Nela-Valentina,1,11.285,-,-
Nelda,Nelda,2,7.847,-,-
Nele,Nele,450,331,28,217
Nele-Alina,Nele-Alina,1,11.285,-,-
Nele-Anna,Nele-Anna,1,11.285,-,-
Nele-Claudia,Nele-Claudia,1,11.285,-,-
Nele-Marie,Nele-Marie,1,11.285,-,-
Nele-Marlen,Nele-Marlen,1,11.285,-,-
Nele-Nuha,Nele-Nuha,1,11.285,-,-
Neli,Neli,11,3.042,4,854
Nelia,Nelia,45,1.342,5,737
Neliah,Neliah,1,11.285,-,-
Nelida,Nelida,1,11.285,-,-
Nelie,Nelie,1,11.285,1,1.853
Nelija,Nelija,1,11.285,1,1.853
Nelin,Nelin,2,7.847,-,-
Nelina,Nelina,16,2.456,1,1.853
Nelisa,Nelisa,1,11.285,-,-
Neliya,Neliya,1,11.285,-,-
Nell,Nelly,16,2.456,-,-
Nella,Nelly,61,1.113,8,525
Neŀla,Nelly,1,11.285,-,-
Nella-Sophie,Nella-Sophie,1,11.285,-,-
Nelle-Sophie,Nelle-Sophie,1,11.285,-,-
Nelli,Nelly,38,1.473,1,1.853
Nellia,Nellia,1,11.285,-,-
Nellie,Nellie,6,4.246,-,-
Nelli-Sophie,Nelli-Sophie,1,11.285,-,-
Nelly,Nelly,199,536,8,525
Nelly-Leoni,Nelly-Leoni,1,11.285,-,-
Nelly-Marie,Nelly-Marie,2,7.847,-,-
Nelly-Suraya,Nelly-Suraya,1,11.285,-,-
Nelma,Nelma,1,11.285,-,-
Nelsi,Nelsi,1,11.285,-,-
Nely,Nely,2,7.847,-,-
Nelya,Nelya,3,6.297,2,1.301
Nema,Nema,1,11.285,-,-
Nemea,Nemea,1,11.285,-,-
Nemesina,Nemesina,1,11.285,-,-
Nemesis,Nemesis,1,11.285,-,-
Nemisia,Nemisia,1,11.285,-,-
Nemuna,Nemuna,1,11.285,-,-
Nena,Nena,104,797,4,854
Nena-Carmen,Nena-Carmen,1,11.285,-,-
Nenada,Nenada,1,11.285,-,-
Nenda,Nenda,1,11.285,-,-
Nene,Nene,3,6.297,-,-
Nené,Nene,1,11.285,-,-
Neneh,Neneh,4,5.342,-,-
Nengai,Nengai,1,11.285,-,-
Nensi,Nensi,1,11.285,-,-
Nenya,Nenya,1,11.285,-,-
Nenya-Sophie,Nenya-Sophie,1,11.285,-,-
Neo,Neo,1,11.285,-,-
Neolle,Neolle,1,11.285,-,-
Neoma,Neoma,1,11.285,-,-
Neomi,Naomi,19,2.208,1,1.853
Neomi-Lea,Neomi-Lea,1,11.285,-,-
Neora,Neora,1,11.285,-,-
Nepheli,Nepheli,7,3.894,-,-
Nephelia,Nephelia,1,11.285,-,-
Nephthys,Nephthys,1,11.285,-,-
Nera,Nera,4,5.342,1,1.853
Nercivan,Nercivan,1,11.285,-,-
Nerea,Nerea,14,2.668,-,-
Nereea,Nereea,1,11.285,-,-
Nereida,Nereida,1,11.285,-,-
Nerges,Nerges,1,11.285,-,-
Nergis,Nergis,11,3.042,-,-
Nergise,Nergise,1,11.285,-,-
Nergiz,Nergiz,6,4.246,-,-
Neri,Neri,1,11.285,1,1.853
Neriah,Neriah,1,11.285,-,-
Neriman,Neriman,9,3.385,-,-
Nerina,Nerina,5,4.717,1,1.853
Neris,Neris,1,11.285,-,-
Nerissa,Nerissa,1,11.285,-,-
Nerjiss,Nerjiss,1,11.285,-,-
Nerka,Nerka,1,11.285,-,-
Nerma,Nerma,8,3.604,-,-
Nermana,Nermana,1,11.285,-,-
Nermin,Nermin,26,1.840,-,-
Nermina,Nermin,17,2.352,2,1.301
Nermine,Nermin,5,4.717,-,-
Nerona,Nerona,1,11.285,-,-
Nersian,Nersian,1,11.285,-,-
Nersin,Nersin,1,11.285,-,-
Nervin,Nervin,1,11.285,-,-
Nerxhivan,Nerxhivan,2,7.847,-,-
Nesa,Nesa,2,7.847,-,-
Nese,Neşe,3,6.297,-,-
Neşe,Neşe,7,3.894,2,1.301
Neşegül,Neşegül,1,11.285,-,-
Neşem,Neşem,1,11.285,-,-
Neserin,Neserin,1,11.285,-,-
Nesiba,Nesiba,1,11.285,-,-
Nesibe,Nesibe,27,1.810,3,1.027
Nesibenur,Nesibenur,1,11.285,-,-
Nesieh,Nesieh,1,11.285,-,-
Nesil,Nesil,2,7.847,-,-
Nesime,Nesime,2,7.847,-,-
Nesli,Nesli,2,7.847,-,-
Neslihan,Neslihan,47,1.305,1,1.853
Neslişah,Neslişah,6,4.246,-,-
Nesma,Nesma,3,6.297,-,-
Nesmina,Nesmina,1,11.285,-,-
Nesreen,Nesreen,1,11.285,-,-
Nesrin,Nesrin,40,1.418,-,-
Nesrine,Nesrin,5,4.717,-,-
Nessa,Nessa,1,11.285,-,-
Nessaja,Nessaja,1,11.285,-,-
Nessie,Nessie,1,11.285,-,-
Nessrin,Nesrin,1,11.285,-,-
Nessrine,Nesrin,1,11.285,-,-
Netanya,Netanya,1,11.285,-,-
Nethania-Ruth,Nethania-Ruth,1,11.285,1,1.853
Nethmi,Nethmi,1,11.285,-,-
Netka,Netka,1,11.285,-,-
Netti,Netti,1,11.285,-,-
Neungruethai,Neungruethai,1,11.285,-,-
Neva,Neva,39,1.447,2,1.301
Nevada,Nevada,1,11.285,-,-
Nevaeh,Nevaeh,1,11.285,-,-
Nevah,Nevah,1,11.285,-,-
Neval,Neval,5,4.717,-,-
Neva-Lelya,Neva-Lelya,1,11.285,-,-
Neve,Neve,4,5.342,1,1.853
Neveah,Neveah,1,11.285,-,-
Nevena,Nevena,47,1.305,-,-
Nevenka,Nevenka,3,6.297,-,-
Nevia,Nevia,13,2.775,-,-
Nevien,Nevien,1,11.285,-,-
Nevin,Nevin,15,2.553,-,-
Nevina,Nevina,3,6.297,-,-
Nevine,Nevine,3,6.297,-,-
Nevinsu,Nevinsu,1,11.285,-,-
Nevra,Nevra,15,2.553,1,1.853
Nevres,Nevres,1,11.285,-,-
Nevrije,Nevrije,1,11.285,-,-
Nevriye,Nevriye,2,7.847,-,-
Nevruz,Nevruz,3,6.297,-,-
Newa,Newa,1,11.285,-,-
Newal,Newal,1,11.285,-,-
Newena,Newena,1,11.285,-,-
Newin,Newin,2,7.847,-,-
Nexhbedije,Nexhbedije,1,11.285,-,-
Nexhibe,Nexhibe,1,11.285,-,-
Neyla,Neyla,68,1.029,4,854
Neylla,Neylla,1,11.285,-,-
Neyma,Neyma,1,11.285,1,1.853
Neyomie,Neyomie,1,11.285,-,-
Neyrah,Neyrah,1,11.285,-,-
Neyran,Neyran,1,11.285,-,-
Neža,Neža,1,11.285,-,-
Nezafet,Nezafet,2,7.847,-,-
Nezahat,Nezahat,3,6.297,1,1.853
Nezaket,Nezaket,6,4.246,-,-
Nezaqete,Nezaqete,1,11.285,-,-
Neziha,Neziha,2,7.847,1,1.853
Neziha-Nur,Neziha-Nur,1,11.285,-,-
Nezihe,Nezihe,1,11.285,-,-
Nezira,Nezira,1,11.285,-,-
Nezire,Nezire,1,11.285,1,1.853
Nezra,Nezra,1,11.285,-,-
Ngalula,Ngalula,1,11.285,-,-
Ngham,Ngham,1,11.285,-,-
Ngita,Ngita,1,11.285,-,-
Ngoc,Ngoc,3,6.297,-,-
Ngọc,Ngoc,1,11.285,-,-
Ngoya,Ngoya,1,11.285,-,-
Ngozi,Ngozi,5,4.717,-,-
Ngum,Ngum,1,11.285,-,-
Nguyen,Nguyen,1,11.285,-,-
Nguyet,Nguyet,1,11.285,-,-
Nha-Tran,Nha-Tran,1,11.285,-,-
Nhu,Nhu,2,7.847,-,-
Nhyiraba,Nhyiraba,1,11.285,-,-
Ni,Ni,1,11.285,-,-
Nia,Nia,44,1.361,7,573
Niala,Niala,1,11.285,-,-
Niam,Niam,1,11.285,-,-
Niamh,Niamh,2,7.847,1,1.853
Niamo-Anna,Niamo-Anna,1,11.285,-,-
Nian,Nian,2,7.847,-,-
Niara,Niara,10,3.195,1,1.853
Niarah,Niara,1,11.285,-,-
Nia-Sophia,Nia-Sophia,1,11.285,-,-
Niat,Niat,1,11.285,-,-
Nia-Valerie,Nia-Valerie,1,11.285,-,-
Niayesh,Niayesh,2,7.847,-,-
Niayish,Niayish,1,11.285,-,-
Nica,Nica,14,2.668,1,1.853
Nica-Aliya,Nica-Aliya,1,11.285,-,-
Nica-Lina,Nica-Lina,1,11.285,-,-
Nica-Noëlle,Nica-Noëlle,1,11.285,-,-
Niccola,Nicole,2,7.847,-,-
Niccola-Gloria,Niccola-Gloria,1,11.285,-,-
Nice,Nice,1,11.285,-,-
Niceta,Niceta,1,11.285,-,-
Nichelle,Nichelle,1,11.285,-,-
Nichole-Fe,Nichole-Fe,1,11.285,-,-
Nici,Nici,1,11.285,-,-
Nicia,Nicia,1,11.285,-,-
Nicita,Nicita,2,7.847,-,-
Nicki,Nicki,6,4.246,-,-
Nicky,Nicky,2,7.847,-,-
Nicky-Michell,Nicky-Michell,1,11.285,-,-
Nicky-Theodora,Nicky-Theodora,1,11.285,1,1.853
Nicla,Nicla,1,11.285,-,-
Nicol,Nicole,242,485,2,1.301
Nicola,Nicole,377,368,2,1.301
Nicola-Denise,Nicola-Denise,1,11.285,-,-
Nicola-Grażyna,Nicola-Grażyna,1,11.285,-,-
Nicolaia,Nicolaia,1,11.285,-,-
Nicol-Aischa,Nicol-Aischa,1,11.285,-,-
Nicola-Kinga,Nicola-Kinga,1,11.285,-,-
Nicola-Minou,Nicola-Minou,1,11.285,-,-
Nicola-Stephanie,Nicola-Stephanie,1,11.285,-,-
Nicola-Tatjana,Nicola-Tatjana,1,11.285,-,-
Nicole,Nicole,12.314,18,26,230
Nicolé,Nicole,2,7.847,-,-
Nicole-Alexandra,Nicole-Alexandra,1,11.285,-,-
Nicole-Alice,Nicole-Alice,1,11.285,-,-
Nicole-Angela,Nicole-Angela,1,11.285,-,-
Nicole-Angelika,Nicole-Angelika,1,11.285,-,-
Nicole-Anisia,Nicole-Anisia,1,11.285,-,-
Nicole-Ariana,Nicole-Ariana,1,11.285,-,-
Nicole-Beatrice,Nicole-Beatrice,1,11.285,-,-
Nicole-Beatrix,Nicole-Beatrix,1,11.285,-,-
Nicole-Bianca,Nicole-Bianca,1,11.285,-,-
Nicole-Brigitte,Nicole-Brigitte,1,11.285,-,-
Nicole-Christin,Nicole-Christin,2,7.847,-,-
Nicole-Christina,Nicole-Christina,1,11.285,-,-
Nicole-Christine,Nicole-Christine,2,7.847,-,-
Nicole-Coralie,Nicole-Coralie,1,11.285,-,-
Nicole-Daniela,Nicole-Daniela,1,11.285,1,1.853
Nicole-Denise,Nicole-Denise,1,11.285,-,-
Nicole-Desiree,Nicole-Desiree,1,11.285,-,-
Nicole-Elena,Nicole-Elena,1,11.285,1,1.853
Nicole-Elisabeth,Nicole-Elisabeth,2,7.847,-,-
Nicole-Grete,Nicole-Grete,1,11.285,-,-
Nicole-Hertha,Nicole-Hertha,1,11.285,-,-
Nicole-Isabella,Nicole-Isabella,1,11.285,-,-
Nicole-Julia,Nicole-Julia,1,11.285,-,-
Nicole-Maria,Nicole-Maria,6,4.246,-,-
Nicole-Marie,Nicole-Marie,4,5.342,1,1.853
Nicole-Marlen,Nicole-Marlen,1,11.285,-,-
Nicole-Mila,Nicole-Mila,1,11.285,1,1.853
Nicole-Monique,Nicole-Monique,1,11.285,-,-
Nicolena,Nicolena,1,11.285,-,-
Nicole-Nadine,Nicole-Nadine,3,6.297,-,-
Nicole-Natali,Nicole-Natali,1,11.285,-,-
Nicole-Neha,Nicole-Neha,1,11.285,-,-
Nicole-Roos,Nicole-Roos,1,11.285,-,-
Nicole-Rozalia,Nicole-Rozalia,1,11.285,-,-
Nicole-Sarai,Nicole-Sarai,1,11.285,-,-
Nicole-Silvia,Nicole-Silvia,1,11.285,-,-
Nicole-Simone,Nicole-Simone,1,11.285,-,-
Nicole-Sophie,Nicole-Sophie,2,7.847,-,-
Nicole-Stefanie,Nicole-Stefanie,2,7.847,-,-
Nicoleta,Nicoleta,10,3.195,-,-
Nicoleta-Daniela,Nicoleta-Daniela,1,11.285,-,-
Nicoleta-Izabela,Nicoleta-Izabela,1,11.285,-,-
Nicole-Teptevi,Nicole-Teptevi,1,11.285,-,-
Nicole-Teresa,Nicole-Teresa,1,11.285,-,-
Nicoletta,Nicoletta,61,1.113,-,-
