Vornamen Neugeborene Wien nach Geschlecht und Aussprache seit 2010 / First names of newborns in Vienna since 2010, aggregation by sex and pronunciation
"NUTS";"DISTRICT_CODE";"SUB_DISTRICT_CODE";"REF_YEAR";"REF_DATE";"SEX";"RANK";"NAME";"NAME_ALL";"N";"PERC_SEX"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Majra";"Majra";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malaika";"Malaika";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malak";"Malak";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malea";"Malea";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malene";"Malene";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malia";"Malia";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malika";"Malika";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malina";"Malina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malomile";"Malomile";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Malvina";"Malvina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mamuun";"Mamuun";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mane";"Mane";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Manelle";"Manelle";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Manmeet";"Manmeet";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mannat";"Mannat";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Manolya";"Manolya";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Manpreet";"Manpreet";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mansirat";"Mansirat";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Manvi";"Manvi";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marcella";"Marcella";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marcy";"Marcy";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mare";"Mare";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Margaret";"Margaret";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Margit";"Margit";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Maria-Alisa";"Maria-Alisa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Maria-Ionelia";"Maria-Ionelia";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Maria-Sophie";"Maria-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mariama";"Mariama";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mariatou";"Mariatou";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marie-Alina";"Marie-Alina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marie-Alix";"Marie-Alix";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marie-Christine";"Marie-Christine";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marie-Lena";"Marilena";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marie-Madeleine";"Marie-Madeleine";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marie-Stephanie";"Marie-Stephanie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marietta";"Marietta";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marija-Magdalena";"Marija-Magdalena";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marijella";"Marijella";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marilies";"Marilies";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marilou";"Marilou";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mariyam";"Mariyam";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marjana";"Marjana";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marjorie";"Marjorie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Marleen";"Marleen";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mary-Jane";"Mary-Jane";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Maryan";"Maryan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Masa";"Masa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Matthilda";"Matthilda";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Maureen";"Maureen";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Maxime-Sophie";"Maxime-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Maxine";"Maxine";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Maya-Sophie";"Maya-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mayada";"Mayada";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mayara";"Mayara";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mayla";"Mayla";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mayleen";"Mayleen";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mediha";"Mediha";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Medni";"Medni";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Megan";"Megan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Meghna";"Meghna";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mehad";"Mehad";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mehak";"Mehak";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mehnoor";"Mehnoor";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mehrasa";"Mehrasa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mehri";"Mehri";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mei";"Mei";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mekka";"Mekka";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mela";"Mela";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Melania";"Melania";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Melat";"Melat";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Melek-Sultan";"Melek-Sultan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Melia";"Melia";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Melin";"Melin";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Melody";"Melody";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Meltem";"Meltem";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mena";"Mena";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mennah";"Mennah";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Meriam";"Meriam";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Merle";"Merle";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Merlina";"Merlina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Merlyn";"Merlyn";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Merna";"Merna";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mesoma";"Mesoma";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Metisa";"Metisa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Meva";"Meva";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Meyra";"Meyra";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mia-Florentine";"Mia-Florentine";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mia-Lore";"Mia-Lore";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mia-Sophie";"Mia-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mia-Viktoria";"Mia-Viktoria";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Micaela";"Micaela";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mihane";"Mihane";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mihrimah";"Mihrimah";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mija";"Mija";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mikaela";"Mikaela";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mikela";"Mikela";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mikolt";"Mikolt";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Miliana";"Milijana";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Milina";"Milina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Milisa";"Milisa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Milla";"Milla";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Milva";"Milva";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Minal";"Minal";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Minna";"Minna";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Miona";"Miona";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mirabel";"Mirabel";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Miranda";"Miranda";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mirel-Zümra";"Mirel-Zümra";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mirlinda";"Mirlinda";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mirveta";"Mirveta";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Misheel";"Misheel";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mizuho";"Mizuho";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mohiyoshi";"Mohiyoshi";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Moira";"Moira";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Moja";"Moja";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Morena";"Morena";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Morsal";"Morsal";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Muhabbet";"Muhabbet";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Muhiba";"Muhiba";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Muna";"Muna";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Munira";"Munira";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Mushfirat";"Mushfirat";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nadezda";"Nadezda";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nairouz";"Nairouz";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Najra";"Najra";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nala";"Nala";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nalin";"Nalin";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Namirah";"Namirah";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Naran-Undrakh";"Naran-Undrakh";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Narin";"Narin";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nasibe";"Nasibe";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nastasija";"Nastasija";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nastassja";"Nastassja";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Natascha";"Natascha";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Natwarin";"Natwarin";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Navinaa";"Navinaa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Naya";"Naya";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nayantara";"Nayantara";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nayeli";"Nayeli";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nazar";"Nazar";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nazlican";"Nazlican";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nazlisha";"Nazlisha";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Neda";"Neda";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Neea";"Neea";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Neema";"Neema";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nefise";"Nefise";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Neha";"Neha";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nehal";"Nehal";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nehle";"Nehle";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Neiva";"Neiva";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nejra";"Nejra";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nel";"Nel";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nella";"Nella";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nena";"Nena";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nera";"Nera";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Neriman";"Neriman";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nerjiss";"Nerjiss";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nerona";"Nerona";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nesem";"Nesem";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nesibe";"Nesibe";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Neslisah";"Neslisah";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nevena";"Nevena";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Neyla";"Neyla";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nezahat";"Nezahat";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ngalula";"Ngalula";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nida";"Nida";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nikodina";"Nikodina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Niku";"Niku";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nil";"Nil";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nila";"Nila";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nilay";"Nilay";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nilda";"Nilda";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Niliya";"Niliya";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nilufar";"Nilufar";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nina-Sophie";"Nina-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Niry";"Niry";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nisma";"Nisma";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nisreena";"Nisreena";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nives";"Nives";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Noam";"Noam";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Noe";"Noe";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nomi";"Nomi";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Noora";"Noora";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Norea";"Norea";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Noreen";"Noreen";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Noryang";"Noryang";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nouran";"Nouran";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nourhen";"Nourhen";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Novalie";"Novalie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nübeyla";"Nübeyla";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nuhejla";"Nuhejla";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nurhan";"Nourhan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nuri";"Nuri";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nuseiba";"Nuseiba";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Nyma-Louise";"Nyma-Louise";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ocean";"Ocean";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Odelia";"Odelia";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ogechukwu";"Ogechukwu";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Oghenekevwe";"Oghenekevwe";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Olesia";"Olesia";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Olida";"Olida";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Olinda";"Olinda";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Olivia-Allegra";"Olivia-Allegra";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Olsa";"Olsa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ona";"Ona";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Onea";"Onea";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Onida";"Onida";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Oona";"Oona";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Oriane";"Oriane";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Orkide";"Orkide";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ottilie";"Ottilie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Öykü";"Öykü";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Oylum";"Oylum";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Özge";"Özge";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Özlem";"Özlem";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Palak";"Palak";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pamela";"Pamela";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pamina";"Pamina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Parmida";"Parmida";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Paula-Marie";"Paula-Marie";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pejana";"Pejana";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pelagia";"Pelagia";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pepita";"Pepita";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Perizad";"Perizad";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pernilla";"Pernilla";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Petimat";"Petimat";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Petra-Aleksandra";"Petra-Aleksandra";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Phibi";"Phibi";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Phylix";"Phylix";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pia-Maria";"Pia-Maria";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pia-Paulina";"Pia-Paulina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pina";"Pina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Pina-Philomena";"Pina-Philomena";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Polina";"Polina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Prabhnoor";"Prabhnoor";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Prabhpreet";"Prabhpreet";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Preet";"Preet";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Princess-Rhiann";"Princess-Rhiann";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Priscilla";"Priscilla";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Prisha";"Prisha";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Priya";"Priya";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Promise";"Promise";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Radima";"Radima";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Radmila";"Radmila";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rae";"Rae";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Raewan";"Raewan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Raffaella";"Raffaella";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rahime";"Rahime";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rahma";"Rahma";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rahmat";"Rahmat";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Raiana";"Raiana";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Raisa";"Raisa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Raisha";"Raisha";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Raissa";"Raissa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ramina";"Ramina";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ramla";"Ramla";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ramona";"Ramona";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Randeep";"Randeep";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Raquel";"Raquel";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rasha";"Rasha";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ravza";"Ravza";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rawaa";"Rawaa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rayan";"Rayan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rayana";"Rayana";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rayhana";"Rayhana";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Raysa";"Raysa";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rebecca-Amalia";"Rebecca-Amalia";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Redife";"Redife";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Reham";"Reham";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rejan";"Rejan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Reka";"Reka";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rema";"Rema";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Remas";"Remas";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Renata";"Renata";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Renee";"Renee";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Reona";"Reona";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Retal";"Retal";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Reycelyn";"Reycelyn";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Reyhan";"Reyhan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Reyyan";"Reyyan";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Rhea";"Rhea";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Ria";"Ria";"1";"0,0"
"AT13";"90000";"90000";"2012";"2012";"2";"719";"Riana";"Riana";"1";"0,0"
