Vornamen Neugeborene Wien nach Geschlecht und Aussprache seit 2010 / First names of newborns in Vienna since 2010, aggregation by sex and pronunciation
"NUTS";"DISTRICT_CODE";"SUB_DISTRICT_CODE";"REF_YEAR";"REF_DATE";"SEX";"RANK";"NAME";"NAME_ALL";"N";"PERC_SEX"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Ubayda";"Ubayda";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Üçler";"Üçler";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Ujman";"Ujman";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Ukpechukwu";"Ukpechukwu";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Ulises";"Ulises";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Umair";"Umair";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Umit";"Umit";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Unik";"Unik";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Uras";"Uras";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Uraz";"Uraz";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Üveys";"Üveys";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vadim";"Vadim";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Valeri";"Valeri";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Valon";"Valon";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Varden";"Varden";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vasile";"Vasile";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vaskoarapa";"Vaskoarapa";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vedansh";"Vedansh";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vedant";"Vedant";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vedran";"Vedran";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Veit";"Veit";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Velizar";"Velizar";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Ventsislav";"Ventsislav";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vicentiu-Hector";"Vicentiu-Hector";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vid";"Vid";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Viden";"Viden";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vigo";"Vigo";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Viktor-Bata";"Viktor-Bata";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Viktor-Saphir";"Viktor-Saphir";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vildan";"Vildan";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Viliam";"Viliam";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vio";"Vio";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Visam";"Visam";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vito-Leonardo";"Vito-Leonardo";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Viviano";"Viviano";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vlad-Alexander";"Vlad-Alexander";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vlad-Andrei";"Vlad-Andrei";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vlăduț";"Vlăduț";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vujadin";"Vujadin";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Vullnet";"Vullnet";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wadan";"Wadan";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wael";"Wael";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wahid";"Wahid";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Walat";"Walat";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wali";"Wali";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Walid";"Walid";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Waliid";"Waliid";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Waqaas";"Waqaas";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wayan";"Wayan";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wayne";"Wayne";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wayra";"Wayra";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wei";"Wei";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wen";"Wen";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Winner";"Winner";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wisam";"Wisam";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wissam";"Wissam";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Witold";"Witold";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wojciech";"Wojciech";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wolfram";"Wolfram";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Wyatt";"Wyatt";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Xander";"Xander";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Xiang";"Xiang";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yacine";"Yacine";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yağız";"Yağız";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yahia";"Yahia";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yahya-Alp";"Yahya-Alp";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yakaria";"Yakaria";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yakup-Aras";"Yakup-Aras";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yamaç";"Yamaç";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yaman-Adelin";"Yaman-Adelin";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yannis-Eden";"Yannis-Eden";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yano";"Yano";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yanxel";"Yanxel";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yaqoob";"Yaqoob";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yaqub";"Yaqub";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yarob";"Yarob";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yasen";"Yasen";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yaser";"Yaser";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yashar";"Yashar";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yasser";"Yasar";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yazdan";"Yazdan";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yeshua";"Yeshua";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yiğit-Han";"Yiğit-Han";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yigithan";"Yigithan";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yihong";"Yihong";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yilmaz";"Yilmaz";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yılmaz";"Yılmaz";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yll";"Yll";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yoel";"Yoel";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yonus";"Yonus";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yordan";"Yordan";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yosuf";"Yosuf";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yousaam";"Yousaam";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yousaf";"Yousaf";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yousif";"Yousif";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yousuf";"Yousuf";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Youye";"Youye";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yüksel";"Yüksel";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yunees";"Yunees";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yuri";"Yuri";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yusaf";"Yusaf";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yusuf-Eymen";"Yusuf-Eymen";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yuzarsif";"Yuzarsif";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Yves";"Yves";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zacharias";"Zacharias";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zahari";"Zahari";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zaharie";"Zaharie";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zahed";"Zahed";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zahid";"Zahid";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zaim";"Zaim";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zakariyya";"Zakariyya";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zalán";"Zalán";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zana";"Zana";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zaprin";"Zaprin";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zayd";"Zayd";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zayyan";"Zayyan";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zeb";"Zeb";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zejd";"Zejd";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zekria";"Zekria";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zenit";"Zenit";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zeynel-Emin";"Zeynel-Emin";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Ziad";"Ziad";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zihao";"Zihao";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zinedin";"Zinedin";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zion";"Zion";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Ziyad";"Ziyad";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zolta";"Zolta";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zsigmond";"Zsigmond";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zsombor";"Zsombor";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zubair";"Zubair";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"1";"803";"Zuheir";"Zuheir";"1";"0,0"
"AT13";"90000";"90000";"2021";"2021";"2";"1";"Sophia";"Sophia";"165";"1,8"
"AT13";"90000";"90000";"2021";"2021";"2";"2";"Sara";"Sara";"134";"1,4"
"AT13";"90000";"90000";"2021";"2021";"2";"3";"Emilia";"Emilia";"133";"1,4"
"AT13";"90000";"90000";"2021";"2021";"2";"4";"Hannah";"Hannah";"131";"1,4"
"AT13";"90000";"90000";"2021";"2021";"2";"5";"Lea";"Lea";"106";"1,1"
"AT13";"90000";"90000";"2021";"2021";"2";"6";"Anna";"Anna";"101";"1,1"
"AT13";"90000";"90000";"2021";"2021";"2";"6";"Mia";"Mia";"101";"1,1"
"AT13";"90000";"90000";"2021";"2021";"2";"8";"Lena";"Lena";"97";"1,0"
"AT13";"90000";"90000";"2021";"2021";"2";"8";"Sophie";"Sophie";"97";"1,0"
"AT13";"90000";"90000";"2021";"2021";"2";"10";"Olivia";"Olivia";"86";"0,9"
"AT13";"90000";"90000";"2021";"2021";"2";"11";"Laura";"Laura";"85";"0,9"
"AT13";"90000";"90000";"2021";"2021";"2";"12";"Clara";"Clara";"79";"0,8"
"AT13";"90000";"90000";"2021";"2021";"2";"13";"Marie";"Marie";"78";"0,8"
"AT13";"90000";"90000";"2021";"2021";"2";"14";"Viktoria";"Victoria";"74";"0,8"
"AT13";"90000";"90000";"2021";"2021";"2";"15";"Elena";"Elena";"73";"0,8"
"AT13";"90000";"90000";"2021";"2021";"2";"16";"Emma";"Emma";"72";"0,8"
"AT13";"90000";"90000";"2021";"2021";"2";"16";"Helena";"Helena";"72";"0,8"
"AT13";"90000";"90000";"2021";"2021";"2";"16";"Mila";"Mila";"72";"0,8"
"AT13";"90000";"90000";"2021";"2021";"2";"19";"Lina";"Lina";"70";"0,8"
"AT13";"90000";"90000";"2021";"2021";"2";"20";"Lara";"Lara";"69";"0,7"
"AT13";"90000";"90000";"2021";"2021";"2";"21";"Ella";"Ella";"68";"0,7"
"AT13";"90000";"90000";"2021";"2021";"2";"21";"Nora";"Nora";"68";"0,7"
"AT13";"90000";"90000";"2021";"2021";"2";"23";"Luisa";"Luisa";"67";"0,7"
"AT13";"90000";"90000";"2021";"2021";"2";"24";"Maria";"Maria";"66";"0,7"
"AT13";"90000";"90000";"2021";"2021";"2";"25";"Mira";"Mira";"59";"0,6"
"AT13";"90000";"90000";"2021";"2021";"2";"26";"Johanna";"Johanna";"57";"0,6"
"AT13";"90000";"90000";"2021";"2021";"2";"27";"Emily";"Emily";"56";"0,6"
"AT13";"90000";"90000";"2021";"2021";"2";"28";"Maya";"Maya";"54";"0,6"
"AT13";"90000";"90000";"2021";"2021";"2";"29";"Valentina";"Valentina";"52";"0,6"
"AT13";"90000";"90000";"2021";"2021";"2";"30";"Valerie";"Valerie";"50";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"31";"Charlotte";"Charlotte";"49";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"31";"Leonie";"Leonie";"49";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"33";"Julia";"Julia";"47";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"34";"Alma";"Alma";"46";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"34";"Antonia";"Antonia";"46";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"34";"Mathilda";"Matilda";"46";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"37";"Anastasia";"Anastasia";"45";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"37";"Teodora";"Teodora";"45";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"39";"Leyla";"Leyla";"44";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"40";"Amelie";"Amelie";"42";"0,5"
"AT13";"90000";"90000";"2021";"2021";"2";"41";"Flora";"Flora";"40";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"41";"Lia";"Lia";"40";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"41";"Magdalena";"Magdalena";"40";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"44";"Alina";"Alina";"39";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"44";"Franziska";"Franziska";"39";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"46";"Elisa";"Elisa";"37";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"47";"Katharina";"Katharina";"36";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"47";"Lilly";"Lilly";"36";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"49";"Aurelia";"Aurelia";"34";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"49";"Josefine";"Josefine";"34";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"49";"Melissa";"Melissa";"34";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"52";"Jana";"Jana";"33";"0,4"
"AT13";"90000";"90000";"2021";"2021";"2";"53";"Ida";"Ida";"32";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"53";"Miriam";"Miriam";"32";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"55";"Livia";"Livia";"31";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"55";"Rosa";"Rosa";"31";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"57";"Nina";"Nina";"30";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"57";"Zoe";"Zoe";"30";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"59";"Asya";"Asya";"29";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"59";"Elisabeth";"Elisabeth";"29";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"59";"Frida";"Frida";"29";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"62";"Ela";"Ela";"28";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"62";"Zeynep";"Zeynep";"28";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"64";"Alya";"Alya";"27";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"64";"Annika";"Annika";"27";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"64";"Azra";"Azra";"27";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"64";"Liya";"Liya";"27";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"68";"Isabella";"Isabella";"26";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"68";"Lorena";"Lorena";"26";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"68";"Theresa";"Theresa";"26";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"71";"Amina";"Amina";"25";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"71";"Diana";"Diana";"25";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"71";"Eva";"Eva";"25";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"71";"Marlene";"Marlene";"25";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"71";"Meryem";"Meryem";"25";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"76";"Jasmin";"Jasmin";"24";"0,3"
"AT13";"90000";"90000";"2021";"2021";"2";"77";"Alexandra";"Alexandra";"23";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"77";"Elif";"Elif";"23";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"77";"Elina";"Elina";"23";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"77";"Luna";"Luna";"23";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"77";"Melina";"Melina";"23";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"77";"Rosalie";"Rosalie";"23";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"77";"Tara";"Tara";"23";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"84";"Carolina";"Carolina";"22";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"84";"Leonora";"Leonora";"22";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"84";"Luise";"Luise";"22";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"84";"Mariam";"Maryam";"22";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"84";"Paula";"Paula";"22";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"89";"Ariana";"Ariana";"21";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"89";"Florentina";"Florentina";"21";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"89";"Linda";"Linda";"21";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"92";"Amelia";"Amelia";"20";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"92";"Ayla";"Ayla";"20";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"92";"Mavie";"Mavie";"20";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"95";"Ilvy";"Ilvy";"19";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"95";"Lana";"Lana";"19";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"95";"Selina";"Selina";"19";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"98";"Caroline";"Caroline";"18";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"99";"Arya";"Arya";"17";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"99";"Isabel";"Isabel";"17";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"99";"Larissa";"Larissa";"17";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"99";"Rebeka";"Rebecca";"17";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"99";"Viola";"Viola";"17";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Ajla";"Ajla";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Amine";"Amine";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Ava";"Ava";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Carla";"Carla";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Dalia";"Dalia";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Leona";"Leona";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Lisa";"Lisa";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Ronja";"Ronja";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"104";"Una";"Una";"16";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Alisa";"Alisa";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Amalia";"Amalia";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Chiara";"Chiara";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Ema";"Ema";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Hafsa";"Hafsa";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Lucia";"Lucia";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Sana";"Sana";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Vivienne";"Vivien";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"113";"Zara";"Zara";"15";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"122";"Aisha";"Aisha";"14";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"122";"Alva";"Alva";"14";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"122";"Aylin";"Aylin";"14";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"122";"Eleonora";"Eleonora";"14";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"122";"Sena";"Sena";"14";"0,2"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Alice";"Alice";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Aurora";"Aurora";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Camilla";"Camilla";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Cataleya";"Cataleya";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Ines";"Ines";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Medina";"Medina";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Mina";"Mina";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Mona";"Mona";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Stella";"Stella";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"127";"Vanessa";"Vanessa";"13";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Alicia";"Alicia";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Amira";"Amira";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Asel";"Asel";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Carlotta";"Carlotta";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Celine";"Celine";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Daria";"Daria";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Ena";"Ena";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Esther";"Esther";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Finja";"Finja";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Kalina";"Kalina";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Lilith";"Lilith";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Malia";"Malia";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Mara";"Mara";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Martha";"Marta";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Paulina";"Paulina";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"137";"Pia";"Pia";"12";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"153";"Ada";"Ada";"11";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"153";"Alea";"Alea";"11";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"153";"Alessia";"Alessia";"11";"0,1"
"AT13";"90000";"90000";"2021";"2021";"2";"153";"Aleyna";"Aleyna";"11";"0,1"
