681,"JOSE ALFREDO",2340,"50,4"
682,SECUNDINO,2336,"68,4"
683,SAAD,2332,"13,2"
684,NICO,2324,"6,6"
685,GIUSEPPE,2323,"48,3"
686,ERNEST,2322,"39,8"
687,RENE,2318,"39,4"
688,"CARLOS DANIEL",2316,"29,2"
689,"MOHAMED AMIN",2311,"10,1"
690,JAOUAD,2309,"35,3"
691,ABDOULAYE,2307,"36,1"
692,FARID,2305,"41,7"
693,OVIDIO,2301,"65,6"
694,ABDERRAHMANE,2289,"39,4"
695,GABINO,2277,"63,1"
696,"JOSE MARTIN",2274,"52,5"
697,"ANGEL FRANCISCO",2271,"49,4"
698,IONUT,2270,"32,9"
699,"RAFAEL ANGEL",2266,"48,1"
700,"JUAN CAMILO",2263,"24,9"
701,"DIEGO JESUS",2245,"37,5"
702,VICENÇ,2245,"52,5"
703,"ANGEL DAVID",2241,"29,5"
704,"RICARDO JOSE",2240,"44,1"
705,SILVESTRE,2231,"59,6"
706,"JUAN ESTEBAN",2227,"32,7"
707,ABDELALI,2226,"36,9"
708,"MIGUEL JOSE",2223,"48,8"
709,AMBROSIO,2216,67
710,LINO,2210,"58,6"
711,VIOREL,2201,"47,5"
712,HODEI,2197,"12,8"
713,"RAFAEL JESUS",2196,"42,1"
714,ANICETO,2194,"67,5"
715,AKRAM,2192,"10,9"
716,"IGNACIO JAVIER",2189,"47,7"
717,"JUAN SALVADOR",2189,"48,8"
718,JONAY,2187,"29,2"
719,ANDRE,2185,"24,8"
720,ILIAS,2183,"14,5"
721,NICANOR,2170,60
722,"LUIS ALEJANDRO",2163,"32,4"
723,"EL HASSAN",2140,"49,3"
724,ETHAN,2133,"11,2"
725,HORACIO,2128,"60,8"
726,"JESUS FRANCISCO",2128,"50,1"
727,JOKIN,2128,"28,8"
728,"VICENTE MANUEL",2122,"52,1"
729,SIXTO,2114,"61,5"
730,MUSTAFA,2113,"39,6"
731,NIZAR,2112,"10,3"
732,ABDELGHANI,2111,39
733,SABINO,2108,"65,4"
734,ROMEO,2102,"13,7"
735,ESTANISLAO,2095,"59,7"
736,ABDELHAK,2090,"40,3"
737,DESIDERIO,2090,"65,3"
738,"OSCAR MANUEL",2089,"42,1"
739,"JUAN JAVIER",2088,"46,1"
740,"OSCAR LUIS",2084,"49,5"
741,"MANUEL ENRIQUE",2080,"48,9"
742,"FERNANDO MANUEL",2078,"46,6"
743,SEVERIANO,2075,"65,5"
744,EGOITZ,2072,"27,9"
745,"RAFAEL JOSE",2072,"47,7"
746,HELIODORO,2067,"68,1"
747,AIRAM,2066,"19,8"
748,XOEL,2066,10
749,ARIEL,2063,"26,8"
750,OUSMANE,2059,"35,3"
751,"FRANCISCO GABRIEL",2057,45
752,"MANUEL LUIS",2057,"55,4"
753,ANOUAR,2056,22
754,GEORGE,2043,"41,5"
755,YOUNESS,2041,"27,6"
756,"CARLOS DAVID",2037,33
757,DAMASO,2030,"59,4"
