"Baby boys' first names, Slovenia, annually",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRST NAME,Number 1992,Number 1993,Number 1994,Number 1995,Number 1996,Number 1997,Number 1998,Number 1999,Number 2000,Number 2001,Number 2002,Number 2003,Number 2004,Number 2005,Number 2006,Number 2007,Number 2008,Number 2009,Number 2010,Number 2011,Number 2012,Number 2013,Number 2014,Number 2015,Number 2016,Number 2017,Number 2018,Number 2019,Rank 1992,Rank 1993,Rank 1994,Rank 1995,Rank 1996,Rank 1997,Rank 1998,Rank 1999,Rank 2000,Rank 2001,Rank 2002,Rank 2003,Rank 2004,Rank 2005,Rank 2006,Rank 2007,Rank 2008,Rank 2009,Rank 2010,Rank 2011,Rank 2012,Rank 2013,Rank 2014,Rank 2015,Rank 2016,Rank 2017,Rank 2018,Rank 2019
Nejc,234,284,240,225,220,239,222,212,201,228,286,312,281,240,236,250,273,229,233,196,226,150,173,146,138,118,116,108,9,5,9,11,8,5,6,7,9,4,3,2,2,3,3,4,3,5,5,7,5,13,11,13,14,19,15,17
Nel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,-,-,10,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172,213,-,-,160,-,231,-,235,-,-,-,-,-
Nemanja,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,7,5,6,7,5,10,-,6,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,181,-,-,-,172,213,203,192,223,162,-,211,233,-,241,-,-
Nenad,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Neo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,11,8,9,11,10,6,12,9,6,8,11,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188,139,174,168,150,162,204,151,164,208,179,149,209
Nermin,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick,-,-,7,6,9,-,7,7,-,6,8,7,11,7,8,9,12,10,14,13,8,11,14,7,7,-,-,-,-,-,135,148,121,-,135,133,-,150,133,147,116,158,159,145,131,156,133,136,176,156,140,193,192,-,-,-
Nik,36,44,52,54,75,85,108,105,145,138,196,183,219,206,233,261,271,277,276,272,252,267,269,248,212,213,227,232,60,54,47,47,39,33,23,23,15,17,7,7,5,6,4,2,4,2,2,2,2,2,2,3,4,5,3,4
Niki,-,7,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,5,-,-,5,-,-,-,-,-,-,-,-,134,-,-,-,-,-,145,-,-,-,-,-,-,-,-,-,222,-,-,231,-,-,-,-,-,-,-
Niko,24,20,28,25,38,33,37,32,33,46,28,32,34,33,34,26,30,42,32,31,31,21,33,29,42,32,30,25,77,80,71,69,60,59,55,61,65,52,69,61,57,60,64,82,79,64,82,77,82,100,78,81,59,82,82,93
Nikola,11,7,11,7,7,8,9,11,11,9,16,19,13,16,12,17,27,24,32,34,32,17,29,33,26,29,28,22,114,134,105,132,140,120,113,105,104,125,93,84,97,98,124,108,83,93,82,71,78,116,86,74,89,92,86,98
Nikolaj,-,-,-,-,8,-,6,7,6,5,8,8,5,8,8,10,12,17,11,20,19,19,19,27,16,20,21,21,-,-,-,-,128,-,143,133,158,167,133,139,180,147,159,141,131,109,154,107,116,106,113,88,125,114,103,100
Nikolas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,5,5,8,11,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,208,-,226,235,180,144,-,-,155
Nil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,5,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188,-,222,-,208,-,-,-,-,-,-,-,-
Nino,26,27,29,33,27,26,26,36,32,35,31,25,28,27,24,28,32,27,32,31,20,13,11,18,19,8,24,8,74,71,68,60,69,69,67,58,66,62,62,68,68,69,80,80,74,84,82,77,110,143,158,116,115,179,90,178
Noa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,-,-,-
Noah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,5,6,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,231,219,-,147
Noar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,190
Noe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238,-
Noel,-,-,-,-,-,-,-,-,-,5,-,-,6,7,7,5,6,7,8,7,11,17,18,22,33,35,31,49,-,-,-,-,-,-,-,-,-,167,-,-,161,158,172,213,189,189,183,193,156,116,117,102,71,74,78,46
Ognjen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222,-,-,-,-,-,-,-,-,-,-
Oliver,-,-,-,-,-,-,-,-,-,-,-,6,-,-,7,5,5,8,9,10,13,16,20,23,29,42,44,72,-,-,-,-,-,-,-,-,-,-,-,165,-,-,172,213,213,174,168,161,138,126,110,99,82,64,59,34
Omar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,5,5,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185,200,233,231,-,205,-
Omer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,5,6,5,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,235,193,231,219,238,155
Oskar,-,-,7,-,8,7,9,10,11,10,18,14,13,24,22,30,42,51,52,68,80,80,94,110,116,147,148,162,-,-,135,-,128,131,113,113,104,118,88,94,97,77,88,75,63,56,55,41,36,33,26,19,19,11,11,9
Oto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,10,9,13,10,7,14,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181,162,169,145,151,192,133,136,120
Oton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,9,-,9,-,12,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,-,177,-,163,-,140,147
O�be,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,-,-,-,-,-,-,-,-,-,-,-
O�bej,-,-,-,-,7,-,7,-,9,7,11,10,23,25,30,35,49,33,46,43,52,42,45,33,29,40,33,33,-,-,-,-,140,-,135,-,123,138,104,118,76,73,72,63,58,75,60,61,52,64,61,74,82,67,73,68
Paskal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,211,-,-,-,-,190
Patrick,6,16,10,14,15,17,16,14,10,5,9,13,6,12,11,12,8,11,11,16,8,5,5,9,-,5,-,-,154,93,115,92,88,84,88,92,112,167,122,99,161,120,130,130,163,149,154,124,176,226,235,164,-,241,-,-
Patrik,27,37,41,44,58,59,59,63,57,65,70,76,68,75,55,60,74,106,97,102,106,111,107,107,106,88,92,79,73,59,54,54,47,46,45,39,43,39,37,33,39,35,46,43,39,28,29,28,27,20,23,20,21,27,22,26
Pavel,7,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,7,6,-,-,6,6,13,5,-,10,-,5,144,-,-,-,-,-,-,-,-,-,183,-,-,-,-,-,180,203,-,-,205,204,145,233,-,156,-,238
Pavle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238,238
Petar,6,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,6,-,-,-,-,5,-,6,6,-,-,-,154,-,-,-,-,-,-,-,-,-,-,-,180,-,-,-,189,-,-,-,-,226,-,213,208,-,-,-
Peter,94,83,86,81,76,84,55,46,52,51,42,55,34,35,35,39,34,35,35,25,28,19,33,37,36,30,22,30,36,38,37,35,38,35,47,50,48,50,53,42,57,58,61,58,70,72,75,94,90,106,78,68,68,86,100,77
Petja,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222,-,-,-,-,-,-,-,-,-,-
Pino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,174,-,-,-,-,-,233,-,-,-,-
Primo�,99,89,96,91,87,92,74,52,54,34,31,40,32,22,15,9,19,16,17,13,12,16,8,8,12,12,5,9,34,37,35,34,34,30,37,48,45,64,62,52,64,80,110,145,110,119,118,136,148,126,190,180,140,144,238,165
Rafael,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,-,6,-,-,7,8,10,5,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,222,-,-,205,-,-,193,177,156,238,155
Rejan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,198,205,190
Renato,9,9,11,-,7,-,-,5,-,13,-,6,-,-,-,5,-,-,-,5,-,-,-,-,-,-,-,-,128,117,105,-,140,-,-,159,-,100,-,165,-,-,-,213,-,-,-,223,-,-,-,-,-,-,-,-
Rene,23,21,24,11,42,24,26,23,31,44,55,54,53,36,39,32,44,45,52,59,49,63,42,64,58,65,47,40,80,77,72,108,55,73,67,78,67,53,43,44,47,57,58,67,61,61,55,47,59,42,66,38,46,36,54,59
Rian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,205,-
Rijad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,-,-
Roan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209
Robert,58,55,47,42,33,30,24,21,17,24,14,10,8,5,8,9,11,5,6,9,-,5,6,-,-,9,-,-,45,47,51,55,62,63,72,81,84,77,98,118,135,181,159,145,139,222,202,172,-,226,211,-,-,167,-,-
Robi,20,12,11,16,10,-,-,6,8,-,-,7,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,85,102,105,89,115,-,-,145,130,-,-,147,-,-,-,-,-,-,-,223,-,-,-,-,-,-,-,-
Robin,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rok,344,355,305,307,275,265,243,217,213,207,185,172,154,132,151,161,147,132,141,127,121,103,106,84,77,58,86,60,1,1,2,4,4,4,4,5,7,5,9,9,10,16,14,12,19,22,18,23,23,24,24,28,35,43,25,39
Roko,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,208,231,226,-,-,-,-,-,-
Roman,9,8,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,123,126,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ro�le,-,-,-,-,-,-,-,-,-,-,-,6,6,5,5,7,8,12,14,7,20,7,13,12,20,5,7,7,-,-,-,-,-,-,-,-,-,-,-,165,161,181,194,172,163,145,133,193,110,185,145,140,111,241,190,190
Ruben,-,-,-,-,-,-,-,-,-,-,6,-,5,5,-,6,8,13,7,15,9,11,9,10,8,6,10,7,-,-,-,-,-,-,-,-,-,-,164,-,180,181,-,188,163,138,192,129,173,156,177,151,177,219,161,190
Rudi,-,8,-,-,-,7,-,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,5,-,-,-,-,-,-,123,-,-,-,131,-,-,-,-,-,-,-,-,-,213,213,-,-,-,-,-,235,-,-,-,-,-
Ruj,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,5,-,6,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,-,235,-,208,219,-,209
Sami,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-
Samo,34,31,31,18,19,20,19,19,21,24,28,14,34,20,20,29,25,30,14,20,19,27,23,22,14,11,14,13,63,68,65,83,84,79,80,84,77,77,69,94,57,86,96,77,90,81,133,107,116,88,98,102,133,149,133,139
Samuel,-,-,-,-,-,-,-,-,-,-,-,6,-,-,5,-,-,15,16,10,11,15,11,8,6,11,5,5,-,-,-,-,-,-,-,-,-,-,-,165,-,-,194,-,-,122,124,161,156,132,158,180,208,149,238,238
Sandi,47,41,37,23,28,29,23,14,16,12,10,10,7,11,-,6,10,-,-,-,-,-,-,-,-,-,-,-,52,56,60,73,68,65,73,92,87,106,110,118,145,128,-,188,145,-,-,-,-,-,-,-,-,-,-,-
Sanel,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sani,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,-,-,-,-,-,213,-,-,-,-,-,-,-,-,-,-,-,-
Sa�a,7,-,-,6,-,-,-,-,-,-,6,7,10,5,5,11,9,-,5,-,-,-,6,-,-,-,-,-,144,-,-,148,-,-,-,-,-,-,164,147,125,181,194,134,154,-,220,-,-,-,211,-,-,-,-,-
Sa�o,63,59,57,39,45,30,20,22,26,21,24,5,12,16,12,12,7,7,7,5,6,6,-,7,-,-,-,-,43,45,43,58,53,63,77,80,75,82,76,181,107,98,124,130,180,189,192,223,205,204,-,193,-,-,-,-
Sebastian,12,-,13,8,8,8,-,-,7,-,7,9,-,-,5,-,-,-,-,7,-,-,5,-,-,-,-,-,109,-,99,124,128,120,-,-,140,-,145,126,-,-,194,-,-,-,-,193,-,-,235,-,-,-,-,-
Sebastijan,30,17,8,6,9,11,19,8,10,12,-,-,6,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,71,90,126,148,121,109,80,125,112,106,-,-,161,-,-,188,189,-,-,-,-,-,-,-,-,-,-,-
Sebastjan,37,43,40,29,31,32,29,25,20,35,19,23,16,20,23,13,14,17,18,-,9,6,-,-,-,-,7,-,58,55,56,64,63,62,62,71,81,62,85,74,93,86,84,122,123,109,115,-,173,204,-,-,-,-,190,-
Sergej,11,11,11,11,9,12,6,13,11,18,10,13,18,17,20,14,14,26,17,19,30,17,16,18,25,16,12,23,114,108,105,108,121,101,143,99,104,88,110,99,87,94,96,119,123,89,118,111,86,116,124,116,92,125,140,96
Silvo,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Simon,115,144,124,100,89,59,62,62,49,58,58,34,30,27,32,30,25,30,22,23,18,25,16,20,22,16,21,7,30,20,25,29,33,46,43,40,51,44,41,60,66,69,68,75,90,81,105,101,121,91,124,108,102,125,103,190
Sini�a,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sre�ko,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sta�,7,8,-,10,13,11,9,14,13,19,15,17,18,17,15,19,22,17,24,27,25,18,21,27,27,22,19,19,144,123,-,118,100,109,113,92,96,85,96,88,87,94,110,99,101,109,99,86,95,112,106,88,88,110,109,112
Stefan,-,-,7,6,7,8,-,11,10,13,7,6,7,5,11,5,6,17,8,12,14,12,10,28,22,23,18,21,-,-,135,148,140,120,-,105,112,100,145,165,145,181,130,213,189,109,183,141,133,152,166,84,102,105,112,100
Sven,-,-,-,7,-,-,8,5,15,10,17,11,17,20,19,27,18,11,25,19,20,21,19,27,24,30,21,21,-,-,-,132,-,-,121,159,92,118,89,109,90,86,100,81,115,149,97,111,110,100,113,88,95,86,103,100
Svit,-,-,-,-,-,-,-,5,8,7,17,15,13,30,34,45,66,66,57,54,61,62,64,46,59,59,60,41,-,-,-,-,-,-,-,159,130,138,89,93,97,63,64,55,42,45,51,53,43,44,41,58,45,42,39,55
�tefan,12,6,9,12,8,14,7,5,6,7,8,7,-,-,12,-,5,9,5,-,-,6,6,8,9,10,7,5,109,147,123,102,128,89,135,159,158,138,133,147,-,-,124,-,213,165,220,-,-,204,211,180,163,156,190,238
Tadej,194,179,161,130,134,115,138,101,124,85,88,63,66,55,72,58,61,66,49,48,54,39,35,37,23,31,19,19,15,15,18,21,21,24,20,24,19,28,30,40,40,44,38,44,49,45,58,56,47,71,72,68,97,85,109,112
Tai,-,-,-,-,-,-,-,-,-,-,5,7,13,12,34,53,71,72,73,69,51,52,38,49,30,30,33,33,-,-,-,-,-,-,-,-,-,-,183,147,97,120,64,48,40,41,40,39,55,53,69,55,78,86,73,68
Taib,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-
Taj,-,-,-,-,-,-,-,-,-,8,-,10,17,13,35,37,53,60,67,61,49,48,53,38,38,47,29,28,-,-,-,-,-,-,-,-,-,127,-,118,90,116,61,60,52,49,45,46,59,57,48,65,64,56,85,85
Taras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,9,7,6,-,7,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156,168,193,205,-,200,-,-,-,190,-
Tarik,-,-,-,-,-,-,-,-,-,6,10,11,12,14,21,17,27,32,26,27,29,25,21,20,23,24,31,18,-,-,-,-,-,-,-,-,-,150,110,109,107,111,94,108,83,77,95,86,89,91,106,108,97,100,78,120
Tay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,233,-,-,-,-
Tej,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,7,-,6,5,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,181,-,-,-,-,192,-,205,226,-,-,-,-,205,209
Tejo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,194,-,235,-,-,-,-,-
Teo,13,7,11,12,7,12,10,13,15,18,33,25,30,28,37,40,57,39,58,51,50,54,57,55,63,49,62,85,104,134,105,102,140,101,106,99,92,88,60,68,66,65,59,57,50,69,50,55,58,51,46,48,43,50,38,24
Teodor,9,-,-,-,-,-,-,8,-,-,-,-,8,5,8,7,9,14,13,20,22,15,19,16,24,30,21,20,128,-,-,-,-,-,-,125,-,-,-,-,135,181,159,172,154,131,140,107,105,132,113,122,95,86,103,108
Tev�,-,-,-,-,-,-,-,5,6,8,14,10,7,15,21,36,33,17,25,28,31,28,35,31,23,21,23,25,-,-,-,-,-,-,-,159,158,127,98,118,145,103,94,61,73,109,97,83,82,82,72,76,97,112,93,93
Thomas,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tian,-,-,-,-,-,-,-,6,-,11,5,17,22,44,62,74,77,79,102,108,100,89,88,70,88,74,76,78,-,-,-,-,-,-,-,145,-,110,183,88,78,52,41,38,36,37,28,27,28,29,30,35,29,32,31,28
Tias,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238
Tibor,-,-,-,-,-,-,8,7,7,-,8,9,7,7,12,11,16,25,23,19,28,23,22,36,25,23,28,17,-,-,-,-,-,-,121,133,140,-,133,126,145,158,124,134,121,91,101,111,90,98,100,70,92,105,86,126
Tijan,-,-,-,-,-,-,-,-,-,-,-,-,-,12,13,23,25,24,28,21,26,25,16,16,17,24,11,15,-,-,-,-,-,-,-,-,-,-,-,-,-,120,119,88,90,93,91,105,93,91,124,122,122,100,149,134
Til,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,7,6,-,6,5,-,10,8,-,-,-,-,-,-,-,-,-,-,-,-,-,140,-,-,-,-,-,-,172,189,-,202,223,-,164,190,-,-,-,-,-
Tilen,88,135,122,180,165,143,157,163,189,151,158,138,123,130,110,99,117,142,131,125,110,101,92,77,75,60,57,51,38,25,27,14,16,18,14,13,11,14,12,14,18,17,24,26,26,19,22,25,26,25,28,31,37,39,42,45
Tim,72,63,69,71,111,88,99,120,118,98,128,141,121,146,132,125,122,128,139,156,143,138,150,136,172,212,168,177,39,44,40,41,26,32,25,21,24,26,18,13,19,13,18,22,24,23,19,15,17,17,14,15,7,6,7,6
Timej,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,233,-,-,-,-
Timi,-,8,8,-,-,7,-,11,12,8,8,14,11,6,13,13,7,5,11,8,8,-,5,6,-,-,7,-,-,123,126,-,-,131,-,105,100,127,133,94,116,167,119,122,180,222,154,181,176,-,235,213,-,-,190,-
Timon,-,-,-,6,-,-,9,9,5,6,6,20,19,15,13,19,19,15,16,8,5,18,6,16,10,9,7,10,-,-,-,148,-,-,113,120,168,150,164,81,86,103,119,99,110,122,124,181,231,112,211,122,153,167,190,155
Timotej,49,73,64,75,78,91,77,92,77,70,85,93,73,80,75,73,76,78,59,57,49,58,48,45,45,46,34,29,50,39,41,40,37,31,34,27,33,34,31,26,33,30,36,39,38,40,49,49,59,46,58,59,55,58,71,83
Tin,13,-,-,-,8,12,6,-,7,6,16,13,17,12,11,19,14,14,16,12,22,20,21,16,17,19,25,12,104,-,-,-,128,101,143,-,140,150,93,99,90,120,130,99,123,131,124,141,105,104,106,122,122,118,88,142
Tine,26,35,24,22,36,20,36,30,31,22,29,32,39,32,44,41,47,50,60,57,54,54,59,64,77,51,63,55,74,62,72,76,61,79,56,63,67,80,67,61,53,61,53,56,59,58,48,49,47,51,45,38,35,48,37,40
Tinej,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,7,9,8,5,6,7,5,-,8,9,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,180,189,168,181,231,204,200,233,-,179,171,238
Tino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185,-,-,-,-,-,-
Tit,-,-,-,-,-,-,-,7,8,5,-,7,12,8,11,16,21,10,8,15,13,14,16,14,14,10,10,5,-,-,-,-,-,-,-,133,130,167,-,147,107,147,130,111,105,156,183,129,138,137,124,131,133,156,161,238
Tjan,-,-,-,-,-,-,-,-,5,-,-,-,11,10,13,21,15,14,11,16,12,8,10,9,6,8,6,-,-,-,-,-,-,-,-,-,168,-,-,-,116,132,119,90,122,131,154,124,148,177,166,164,208,179,205,-
Tja�,-,-,-,-,-,-,-,-,-,8,-,7,7,24,23,31,21,25,14,25,23,16,22,18,9,12,8,11,-,-,-,-,-,-,-,-,-,127,-,147,145,77,84,72,105,91,133,94,101,126,100,116,163,144,178,147
Tja�,-,-,-,-,-,-,-,-,8,12,7,-,9,15,11,15,6,17,13,16,20,11,14,16,6,9,6,-,-,-,-,-,-,-,-,-,130,106,145,-,129,103,130,115,189,109,140,124,110,156,140,122,208,167,205,-
Tobias,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,6,-,-,-,-,7,-,5,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145,-,-,202,-,-,-,-,193,-,241,238,209
Tobija,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,9,13,13,12,18,13,16,12,-,13,11,11,10,-,-,-,-,-,-,-,-,-,-,-,-,-,167,182,145,127,138,146,117,138,126,151,-,137,149,149,155
Tom,-,6,-,7,-,12,8,11,7,6,-,8,7,12,18,10,5,11,16,9,19,-,5,6,12,8,7,9,-,147,-,132,-,101,121,105,140,150,-,139,145,120,102,141,213,149,124,172,116,-,235,213,140,179,190,165
Tomas,-,-,-,-,-,-,-,5,5,7,-,-,6,-,-,6,6,-,6,5,5,-,6,-,5,5,-,7,-,-,-,-,-,-,-,159,168,138,-,-,161,-,-,188,189,-,202,223,231,-,211,-,231,241,-,190
Toma�,152,143,142,124,106,112,76,59,69,55,51,51,47,39,31,32,35,51,30,29,15,21,31,16,18,13,17,16,20,21,20,22,29,26,36,42,36,45,50,48,50,55,69,67,69,56,87,80,127,100,81,122,117,136,117,128
Tomi,23,9,18,16,11,13,-,14,11,8,7,13,12,18,8,6,14,13,16,9,12,9,5,8,5,7,6,6,80,117,85,89,107,96,-,92,104,127,145,99,107,91,159,188,123,138,124,172,148,169,235,180,231,198,205,209
