num,Name,Year,Statistic
12,Oisin,2015,Rank of Name in Ireland  (Number)
365,Oisin,2015,Registered Births in Ireland (Number)
8,Oisin,2016,Rank of Name in Ireland  (Number)
398,Oisin,2016,Registered Births in Ireland (Number)
11,Oisin,2017,Rank of Name in Ireland  (Number)
351,Oisin,2017,Registered Births in Ireland (Number)
142,Charlie,1998,Rank of Name in Ireland  (Number)
20,Charlie,1998,Registered Births in Ireland (Number)
125,Charlie,1999,Rank of Name in Ireland  (Number)
32,Charlie,1999,Registered Births in Ireland (Number)
122,Charlie,2000,Rank of Name in Ireland  (Number)
36,Charlie,2000,Registered Births in Ireland (Number)
114,Charlie,2001,Rank of Name in Ireland  (Number)
40,Charlie,2001,Registered Births in Ireland (Number)
93,Charlie,2002,Rank of Name in Ireland  (Number)
58,Charlie,2002,Registered Births in Ireland (Number)
79,Charlie,2003,Rank of Name in Ireland  (Number)
79,Charlie,2003,Registered Births in Ireland (Number)
65,Charlie,2004,Rank of Name in Ireland  (Number)
118,Charlie,2004,Registered Births in Ireland (Number)
52,Charlie,2005,Rank of Name in Ireland  (Number)
148,Charlie,2005,Registered Births in Ireland (Number)
36,Charlie,2006,Rank of Name in Ireland  (Number)
218,Charlie,2006,Registered Births in Ireland (Number)
36,Charlie,2007,Rank of Name in Ireland  (Number)
221,Charlie,2007,Registered Births in Ireland (Number)
29,Charlie,2008,Rank of Name in Ireland  (Number)
292,Charlie,2008,Registered Births in Ireland (Number)
27,Charlie,2009,Rank of Name in Ireland  (Number)
307,Charlie,2009,Registered Births in Ireland (Number)
19,Charlie,2010,Rank of Name in Ireland  (Number)
371,Charlie,2010,Registered Births in Ireland (Number)
20,Charlie,2011,Rank of Name in Ireland  (Number)
396,Charlie,2011,Registered Births in Ireland (Number)
12,Charlie,2012,Rank of Name in Ireland  (Number)
432,Charlie,2012,Registered Births in Ireland (Number)
15,Charlie,2013,Rank of Name in Ireland  (Number)
383,Charlie,2013,Registered Births in Ireland (Number)
10,Charlie,2014,Rank of Name in Ireland  (Number)
389,Charlie,2014,Registered Births in Ireland (Number)
9,Charlie,2015,Rank of Name in Ireland  (Number)
399,Charlie,2015,Registered Births in Ireland (Number)
12,Charlie,2016,Rank of Name in Ireland  (Number)
369,Charlie,2016,Registered Births in Ireland (Number)
13,Charlie,2017,Rank of Name in Ireland  (Number)
338,Charlie,2017,Registered Births in Ireland (Number)
17,Patrick,1998,Rank of Name in Ireland  (Number)
306,Patrick,1998,Registered Births in Ireland (Number)
18,Patrick,1999,Rank of Name in Ireland  (Number)
343,Patrick,1999,Registered Births in Ireland (Number)
16,Patrick,2000,Rank of Name in Ireland  (Number)
362,Patrick,2000,Registered Births in Ireland (Number)
17,Patrick,2001,Rank of Name in Ireland  (Number)
365,Patrick,2001,Registered Births in Ireland (Number)
13,Patrick,2002,Rank of Name in Ireland  (Number)
366,Patrick,2002,Registered Births in Ireland (Number)
19,Patrick,2003,Rank of Name in Ireland  (Number)
343,Patrick,2003,Registered Births in Ireland (Number)
24,Patrick,2004,Rank of Name in Ireland  (Number)
357,Patrick,2004,Registered Births in Ireland (Number)
18,Patrick,2005,Rank of Name in Ireland  (Number)
381,Patrick,2005,Registered Births in Ireland (Number)
19,Patrick,2006,Rank of Name in Ireland  (Number)
392,Patrick,2006,Registered Births in Ireland (Number)
19,Patrick,2007,Rank of Name in Ireland  (Number)
402,Patrick,2007,Registered Births in Ireland (Number)
18,Patrick,2008,Rank of Name in Ireland  (Number)
433,Patrick,2008,Registered Births in Ireland (Number)
19,Patrick,2009,Rank of Name in Ireland  (Number)
397,Patrick,2009,Registered Births in Ireland (Number)
18,Patrick,2010,Rank of Name in Ireland  (Number)
379,Patrick,2010,Registered Births in Ireland (Number)
21,Patrick,2011,Rank of Name in Ireland  (Number)
390,Patrick,2011,Registered Births in Ireland (Number)
21,Patrick,2012,Rank of Name in Ireland  (Number)
388,Patrick,2012,Registered Births in Ireland (Number)
16,Patrick,2013,Rank of Name in Ireland  (Number)
369,Patrick,2013,Registered Births in Ireland (Number)
19,Patrick,2014,Rank of Name in Ireland  (Number)
358,Patrick,2014,Registered Births in Ireland (Number)
16,Patrick,2015,Rank of Name in Ireland  (Number)
350,Patrick,2015,Registered Births in Ireland (Number)
18,Patrick,2016,Rank of Name in Ireland  (Number)
319,Patrick,2016,Registered Births in Ireland (Number)
17,Patrick,2017,Rank of Name in Ireland  (Number)
300,Patrick,2017,Registered Births in Ireland (Number)
12,Cian,1998,Rank of Name in Ireland  (Number)
362,Cian,1998,Registered Births in Ireland (Number)
12,Cian,1999,Rank of Name in Ireland  (Number)
420,Cian,1999,Registered Births in Ireland (Number)
6,Cian,2000,Rank of Name in Ireland  (Number)
557,Cian,2000,Registered Births in Ireland (Number)
6,Cian,2001,Rank of Name in Ireland  (Number)
557,Cian,2001,Registered Births in Ireland (Number)
7,Cian,2002,Rank of Name in Ireland  (Number)
536,Cian,2002,Registered Births in Ireland (Number)
8,Cian,2003,Rank of Name in Ireland  (Number)
501,Cian,2003,Registered Births in Ireland (Number)
7,Cian,2004,Rank of Name in Ireland  (Number)
546,Cian,2004,Registered Births in Ireland (Number)
7,Cian,2005,Rank of Name in Ireland  (Number)
561,Cian,2005,Registered Births in Ireland (Number)
8,Cian,2006,Rank of Name in Ireland  (Number)
520,Cian,2006,Registered Births in Ireland (Number)
9,Cian,2007,Rank of Name in Ireland  (Number)
527,Cian,2007,Registered Births in Ireland (Number)
11,Cian,2008,Rank of Name in Ireland  (Number)
493,Cian,2008,Registered Births in Ireland (Number)
12,Cian,2009,Rank of Name in Ireland  (Number)
467,Cian,2009,Registered Births in Ireland (Number)
14,Cian,2010,Rank of Name in Ireland  (Number)
417,Cian,2010,Registered Births in Ireland (Number)
13,Cian,2011,Rank of Name in Ireland  (Number)
461,Cian,2011,Registered Births in Ireland (Number)
15,Cian,2012,Rank of Name in Ireland  (Number)
406,Cian,2012,Registered Births in Ireland (Number)
17,Cian,2013,Rank of Name in Ireland  (Number)
368,Cian,2013,Registered Births in Ireland (Number)
18,Cian,2014,Rank of Name in Ireland  (Number)
361,Cian,2014,Registered Births in Ireland (Number)
14,Cian,2015,Rank of Name in Ireland  (Number)
358,Cian,2015,Registered Births in Ireland (Number)
13,Cian,2016,Rank of Name in Ireland  (Number)
344,Cian,2016,Registered Births in Ireland (Number)
19,Cian,2017,Rank of Name in Ireland  (Number)
291,Cian,2017,Registered Births in Ireland (Number)
30,Liam,1998,Rank of Name in Ireland  (Number)
197,Liam,1998,Registered Births in Ireland (Number)
21,Liam,1999,Rank of Name in Ireland  (Number)
290,Liam,1999,Registered Births in Ireland (Number)
26,Liam,2000,Rank of Name in Ireland  (Number)
257,Liam,2000,Registered Births in Ireland (Number)
24,Liam,2001,Rank of Name in Ireland  (Number)
267,Liam,2001,Registered Births in Ireland (Number)
26,Liam,2002,Rank of Name in Ireland  (Number)
290,Liam,2002,Registered Births in Ireland (Number)
24,Liam,2003,Rank of Name in Ireland  (Number)
316,Liam,2003,Registered Births in Ireland (Number)
28,Liam,2004,Rank of Name in Ireland  (Number)
310,Liam,2004,Registered Births in Ireland (Number)
27,Liam,2005,Rank of Name in Ireland  (Number)
297,Liam,2005,Registered Births in Ireland (Number)
30,Liam,2006,Rank of Name in Ireland  (Number)
295,Liam,2006,Registered Births in Ireland (Number)
26,Liam,2007,Rank of Name in Ireland  (Number)
339,Liam,2007,Registered Births in Ireland (Number)
17,Liam,2008,Rank of Name in Ireland  (Number)
437,Liam,2008,Registered Births in Ireland (Number)
15,Liam,2009,Rank of Name in Ireland  (Number)
453,Liam,2009,Registered Births in Ireland (Number)
15,Liam,2010,Rank of Name in Ireland  (Number)
405,Liam,2010,Registered Births in Ireland (Number)
17,Liam,2011,Rank of Name in Ireland  (Number)
412,Liam,2011,Registered Births in Ireland (Number)
13,Liam,2012,Rank of Name in Ireland  (Number)
427,Liam,2012,Registered Births in Ireland (Number)
18,Liam,2013,Rank of Name in Ireland  (Number)
365,Liam,2013,Registered Births in Ireland (Number)
15,Liam,2014,Rank of Name in Ireland  (Number)
378,Liam,2014,Registered Births in Ireland (Number)
20,Liam,2015,Rank of Name in Ireland  (Number)
324,Liam,2015,Registered Births in Ireland (Number)
14,Liam,2016,Rank of Name in Ireland  (Number)
333,Liam,2016,Registered Births in Ireland (Number)
15,Liam,2017,Rank of Name in Ireland  (Number)
312,Liam,2017,Registered Births in Ireland (Number)
28,Darragh,1998,Rank of Name in Ireland  (Number)
211,Darragh,1998,Registered Births in Ireland (Number)
29,Darragh,1999,Rank of Name in Ireland  (Number)
237,Darragh,1999,Registered Births in Ireland (Number)
29,Darragh,2000,Rank of Name in Ireland  (Number)
245,Darragh,2000,Registered Births in Ireland (Number)
21,Darragh,2001,Rank of Name in Ireland  (Number)
298,Darragh,2001,Registered Births in Ireland (Number)
24,Darragh,2002,Rank of Name in Ireland  (Number)
310,Darragh,2002,Registered Births in Ireland (Number)
15,Darragh,2003,Rank of Name in Ireland  (Number)
356,Darragh,2003,Registered Births in Ireland (Number)
15,Darragh,2004,Rank of Name in Ireland  (Number)
414,Darragh,2004,Registered Births in Ireland (Number)
20,Darragh,2005,Rank of Name in Ireland  (Number)
377,Darragh,2005,Registered Births in Ireland (Number)
15,Darragh,2006,Rank of Name in Ireland  (Number)
429,Darragh,2006,Registered Births in Ireland (Number)
13,Darragh,2007,Rank of Name in Ireland  (Number)
472,Darragh,2007,Registered Births in Ireland (Number)
15,Darragh,2008,Rank of Name in Ireland  (Number)
458,Darragh,2008,Registered Births in Ireland (Number)
14,Darragh,2009,Rank of Name in Ireland  (Number)
462,Darragh,2009,Registered Births in Ireland (Number)
16,Darragh,2010,Rank of Name in Ireland  (Number)
403,Darragh,2010,Registered Births in Ireland (Number)
19,Darragh,2011,Rank of Name in Ireland  (Number)
401,Darragh,2011,Registered Births in Ireland (Number)
20,Darragh,2012,Rank of Name in Ireland  (Number)
389,Darragh,2012,Registered Births in Ireland (Number)
18,Darragh,2013,Rank of Name in Ireland  (Number)
365,Darragh,2013,Registered Births in Ireland (Number)
21,Darragh,2014,Rank of Name in Ireland  (Number)
347,Darragh,2014,Registered Births in Ireland (Number)
21,Darragh,2015,Rank of Name in Ireland  (Number)
302,Darragh,2015,Registered Births in Ireland (Number)
16,Darragh,2016,Rank of Name in Ireland  (Number)
322,Darragh,2016,Registered Births in Ireland (Number)
17,Darragh,2017,Rank of Name in Ireland  (Number)
300,Darragh,2017,Registered Births in Ireland (Number)
7,Dylan,1998,Rank of Name in Ireland  (Number)
443,Dylan,1998,Registered Births in Ireland (Number)
10,Dylan,1999,Rank of Name in Ireland  (Number)
445,Dylan,1999,Registered Births in Ireland (Number)
10,Dylan,2000,Rank of Name in Ireland  (Number)
477,Dylan,2000,Registered Births in Ireland (Number)
8,Dylan,2001,Rank of Name in Ireland  (Number)
538,Dylan,2001,Registered Births in Ireland (Number)
11,Dylan,2002,Rank of Name in Ireland  (Number)
485,Dylan,2002,Registered Births in Ireland (Number)
10,Dylan,2003,Rank of Name in Ireland  (Number)
478,Dylan,2003,Registered Births in Ireland (Number)
11,Dylan,2004,Rank of Name in Ireland  (Number)
479,Dylan,2004,Registered Births in Ireland (Number)
11,Dylan,2005,Rank of Name in Ireland  (Number)
467,Dylan,2005,Registered Births in Ireland (Number)
12,Dylan,2006,Rank of Name in Ireland  (Number)
456,Dylan,2006,Registered Births in Ireland (Number)
11,Dylan,2007,Rank of Name in Ireland  (Number)
516,Dylan,2007,Registered Births in Ireland (Number)
8,Dylan,2008,Rank of Name in Ireland  (Number)
519,Dylan,2008,Registered Births in Ireland (Number)
11,Dylan,2009,Rank of Name in Ireland  (Number)
470,Dylan,2009,Registered Births in Ireland (Number)
10,Dylan,2010,Rank of Name in Ireland  (Number)
484,Dylan,2010,Registered Births in Ireland (Number)
10,Dylan,2011,Rank of Name in Ireland  (Number)
492,Dylan,2011,Registered Births in Ireland (Number)
9,Dylan,2012,Rank of Name in Ireland  (Number)
471,Dylan,2012,Registered Births in Ireland (Number)
20,Dylan,2013,Rank of Name in Ireland  (Number)
360,Dylan,2013,Registered Births in Ireland (Number)
11,Dylan,2014,Rank of Name in Ireland  (Number)
384,Dylan,2014,Registered Births in Ireland (Number)
17,Dylan,2015,Rank of Name in Ireland  (Number)
343,Dylan,2015,Registered Births in Ireland (Number)
23,Dylan,2016,Rank of Name in Ireland  (Number)
286,Dylan,2016,Registered Births in Ireland (Number)
29,Dylan,2017,Rank of Name in Ireland  (Number)
252,Dylan,2017,Registered Births in Ireland (Number)
26,Jamie,1998,Rank of Name in Ireland  (Number)
224,Jamie,1998,Registered Births in Ireland (Number)
22,Jamie,1999,Rank of Name in Ireland  (Number)
289,Jamie,1999,Registered Births in Ireland (Number)
21,Jamie,2000,Rank of Name in Ireland  (Number)
294,Jamie,2000,Registered Births in Ireland (Number)
20,Jamie,2001,Rank of Name in Ireland  (Number)
342,Jamie,2001,Registered Births in Ireland (Number)
23,Jamie,2002,Rank of Name in Ireland  (Number)
333,Jamie,2002,Registered Births in Ireland (Number)
23,Jamie,2003,Rank of Name in Ireland  (Number)
327,Jamie,2003,Registered Births in Ireland (Number)
16,Jamie,2004,Rank of Name in Ireland  (Number)
406,Jamie,2004,Registered Births in Ireland (Number)
13,Jamie,2005,Rank of Name in Ireland  (Number)
408,Jamie,2005,Registered Births in Ireland (Number)
10,Jamie,2006,Rank of Name in Ireland  (Number)
494,Jamie,2006,Registered Births in Ireland (Number)
17,Jamie,2007,Rank of Name in Ireland  (Number)
412,Jamie,2007,Registered Births in Ireland (Number)
14,Jamie,2008,Rank of Name in Ireland  (Number)
481,Jamie,2008,Registered Births in Ireland (Number)
13,Jamie,2009,Rank of Name in Ireland  (Number)
463,Jamie,2009,Registered Births in Ireland (Number)
11,Jamie,2010,Rank of Name in Ireland  (Number)
465,Jamie,2010,Registered Births in Ireland (Number)
14,Jamie,2011,Rank of Name in Ireland  (Number)
448,Jamie,2011,Registered Births in Ireland (Number)
16,Jamie,2012,Rank of Name in Ireland  (Number)
404,Jamie,2012,Registered Births in Ireland (Number)
21,Jamie,2013,Rank of Name in Ireland  (Number)
359,Jamie,2013,Registered Births in Ireland (Number)
22,Jamie,2014,Rank of Name in Ireland  (Number)
328,Jamie,2014,Registered Births in Ireland (Number)
24,Jamie,2015,Rank of Name in Ireland  (Number)
286,Jamie,2015,Registered Births in Ireland (Number)
26,Jamie,2016,Rank of Name in Ireland  (Number)
267,Jamie,2016,Registered Births in Ireland (Number)
19,Jamie,2017,Rank of Name in Ireland  (Number)
291,Jamie,2017,Registered Births in Ireland (Number)
21,Matthew,1998,Rank of Name in Ireland  (Number)
281,Matthew,1998,Registered Births in Ireland (Number)
24,Matthew,1999,Rank of Name in Ireland  (Number)
259,Matthew,1999,Registered Births in Ireland (Number)
24,Matthew,2000,Rank of Name in Ireland  (Number)
275,Matthew,2000,Registered Births in Ireland (Number)
22,Matthew,2001,Rank of Name in Ireland  (Number)
287,Matthew,2001,Registered Births in Ireland (Number)
17,Matthew,2002,Rank of Name in Ireland  (Number)
351,Matthew,2002,Registered Births in Ireland (Number)
25,Matthew,2003,Rank of Name in Ireland  (Number)
304,Matthew,2003,Registered Births in Ireland (Number)
23,Matthew,2004,Rank of Name in Ireland  (Number)
361,Matthew,2004,Registered Births in Ireland (Number)
19,Matthew,2005,Rank of Name in Ireland  (Number)
379,Matthew,2005,Registered Births in Ireland (Number)
17,Matthew,2006,Rank of Name in Ireland  (Number)
395,Matthew,2006,Registered Births in Ireland (Number)
15,Matthew,2007,Rank of Name in Ireland  (Number)
430,Matthew,2007,Registered Births in Ireland (Number)
20,Matthew,2008,Rank of Name in Ireland  (Number)
408,Matthew,2008,Registered Births in Ireland (Number)
23,Matthew,2009,Rank of Name in Ireland  (Number)
341,Matthew,2009,Registered Births in Ireland (Number)
24,Matthew,2010,Rank of Name in Ireland  (Number)
337,Matthew,2010,Registered Births in Ireland (Number)
24,Matthew,2011,Rank of Name in Ireland  (Number)
331,Matthew,2011,Registered Births in Ireland (Number)
24,Matthew,2012,Rank of Name in Ireland  (Number)
336,Matthew,2012,Registered Births in Ireland (Number)
22,Matthew,2013,Rank of Name in Ireland  (Number)
323,Matthew,2013,Registered Births in Ireland (Number)
28,Matthew,2014,Rank of Name in Ireland  (Number)
260,Matthew,2014,Registered Births in Ireland (Number)
27,Matthew,2015,Rank of Name in Ireland  (Number)
279,Matthew,2015,Registered Births in Ireland (Number)
29,Matthew,2016,Rank of Name in Ireland  (Number)
247,Matthew,2016,Registered Births in Ireland (Number)
26,Matthew,2017,Rank of Name in Ireland  (Number)
256,Matthew,2017,Registered Births in Ireland (Number)
60,Cillian,1998,Rank of Name in Ireland  (Number)
92,Cillian,1998,Registered Births in Ireland (Number)
61,Cillian,1999,Rank of Name in Ireland  (Number)
98,Cillian,1999,Registered Births in Ireland (Number)
59,Cillian,2000,Rank of Name in Ireland  (Number)
111,Cillian,2000,Registered Births in Ireland (Number)
58,Cillian,2001,Rank of Name in Ireland  (Number)
114,Cillian,2001,Registered Births in Ireland (Number)
66,Cillian,2002,Rank of Name in Ireland  (Number)
99,Cillian,2002,Registered Births in Ireland (Number)
60,Cillian,2003,Rank of Name in Ireland  (Number)
116,Cillian,2003,Registered Births in Ireland (Number)
